,Unnamed: 0,TweetId,UserId,UserUsername,Date,Location,Tweet,Media,Likes,Retweets,Comments,Sentiment,Polarity
193,193,1688324794876387328,941130695103086592,superdineroo,2023-08-06 23:02:53+00:00,,busc banc ofrezc diferent product servici atencion español entonc ally bank,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1688324549752893441/pu/img/7nO9YNRYnuSn1hpl.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1688324549752893441/pu/vid/480x852/7CkMdqrMo7a3MjIq.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1688324549752893441/pu/vid/320x568/-Zu6VVydtpuXVELS.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1688324549752893441/pu/vid/720x1280/zNIL8g4eKJTdQkig.mp4?tag=12')], duration=49726, views=None)], animated=[])",0,0,0,Neutral,0
195,195,1687871816537157635,164289162,mtzompantzi,2023-08-05 17:02:54+00:00,"Phoenix, AZ",benefici inclus compr cas llamen conoc prest statement,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F2yGeAHXgAAPPiw.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
196,196,1687863772982210560,268850434,maquiao7,2023-08-05 16:30:57+00:00,"Monterrey, Nuevo León",comienz tempran tres part pued ayudart mejor tom recom pued arriesgart cad,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F2x_J9GXwAA0gnX.jpg')], videos=[], animated=[])",0,0,1,Neutral,0
197,197,1687830540165038080,15124619,joralda23,2023-08-05 14:18:53+00:00,"Pennsylvania, USA",client desaparec,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1687830402667274240/pu/img/wldHTenaUgr1GfRq.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1687830402667274240/pu/vid/320x528/6CF2T9EwTA_KAivs.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1687830402667274240/pu/vid/480x792/TvQUqI5hO7eig_oY.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1687830402667274240/pu/vid/720x1188/Ll4MJFuvUsTzicHt.mp4?tag=12')], duration=7700, views=None)], animated=[])",0,0,1,Neutral,0
199,199,1687797181468536832,108248407,th_mello,2023-08-05 12:06:20+00:00,Brazil,fat macroeconom,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F2xCBK1WgAA4RTm.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F2xCBK2WcAE5hhj.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F2xCBLjW4AAI4UH.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F2xCBNjW8AAZ0FO.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
200,200,1687453416316915713,1280515319451222022,marco_traina_,2023-08-04 13:20:20+00:00,"Pavia, Lombardia",mond cambi piacci,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1687453331961106432/pu/img/IzJKQ_5OzkUcHTCg.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1687453331961106432/pu/vid/320x568/7_ONwwhw7G-MGZ-4.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1687453331961106432/pu/vid/480x852/lV9Q1azQf8_Auif-.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1687453331961106432/pu/vid/576x1024/vTpBKYHJyRVGBgGf.mp4?tag=12')], duration=7766, views=None)], animated=[])",4,0,1,Neutral,0
201,201,1687235395069825024,814214455802200065,TipsterBmarkez1,2023-08-03 22:54:00+00:00,,propuest acuest vuelt over punt,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F2pDpg5bgAIsCmP.jpg')], videos=[], animated=[])",0,1,0,Neutral,0
202,202,1687155732024639488,1418563519,NoticiasNwire,2023-08-03 17:37:27+00:00,,lanz version siti aplic banc movil,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
204,204,1687101485900083200,1532108502,ItalBank,2023-08-03 14:01:53+00:00,Puerto Rico,mejor opcion abrir cuent banc american sal pais resident,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
205,205,1686964257445781504,268850434,maquiao7,2023-08-03 04:56:35+00:00,"Monterrey, Nuevo León",final sum gran sum dej ten confianz pequeñ analisis select,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
206,206,1686884858411483137,814214455802200065,TipsterBmarkez1,2023-08-02 23:41:05+00:00,,vam apuest viv gust gan part abri gan,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F2kE1craAAAW98k.jpg')], videos=[], animated=[])",1,1,0,Neutral,0
209,209,1686141426529181696,21522023,gerazord,2023-07-31 22:26:57+00:00,"San Jose, CA",com evit llam numer forane inici sol ahor pais sab,"Media(photos=[], videos=[], animated=[])",0,0,2,Neutral,0
210,210,1686082544532430850,140599804,GRD_92,2023-07-31 18:32:59+00:00,,twitt pod dadm opinion cerc banc quier abrir cuent leid cas person met diner congel cuent perd diner opinion,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
211,211,1686081971854716928,18031888,alexkwiatkowski,2023-07-31 18:30:42+00:00,"40,000ft",sab cual consider deb ten banc adopt herramient tecnolog gestion efect riesg tas interes cont,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F2Yqng9XUAA82oX.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
212,212,1685315280984064000,1680320957318156289,GolTepo,2023-07-29 15:44:09+00:00,,bank presupuest asign apuest deport import sab gestion maner inteligent clav establec limit arriesg pued permitirt perd,"Media(photos=[], videos=[], animated=[])",0,0,1,Neutral,0
213,213,1684837334632583168,514206055,jorgeperezpp,2023-07-28 08:04:57+00:00,palma de mallorca,chas unibanc amer banc sachs,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
214,214,1684692646105628673,48464759,EdibleSB,2023-07-27 22:30:01+00:00,"Santa Barbara, CA",americ riv,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F2E7CDIWwAEsgbx.jpg')], videos=[], animated=[])",1,0,0,Neutral,0
215,215,1684572413236072450,1444259491197997056,Ivan_Verkisto,2023-07-27 14:32:15+00:00,,ped prestam hipotec firm regal frigorif ahor oblig firm segur impag necesit despues interes abus direct conced,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
216,216,1684236539981709312,1418305873252864005,CheoCanutoI,2023-07-26 16:17:37+00:00,Venezuela,jugador fuert apuest huies sal arrib depend diseñ salv seman moment verd gran logr facil manten unidad posit,"Media(photos=[], videos=[], animated=[])",2,0,0,Neutral,0
217,217,1684235603980828672,1418305873252864005,CheoCanutoI,2023-07-26 16:13:54+00:00,Venezuela,aqui respuest tom cuent cad unid sal arrib sol cas cuot aunqu mal ayud,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F1-Z0eSXgAAgA_L.png')], videos=[], animated=[])",0,0,1,Neutral,0
218,218,1684087486568624128,1605394202115743744,AOEvcBreakthru,2023-07-26 06:25:20+00:00,"Phnom Penh, Cambodia",criminal discrimination,"Media(photos=[], videos=[], animated=[])",1,1,0,Negative,-1
219,219,1683953954344804352,12524522,mercola,2023-07-25 21:34:43+00:00,"Cape Coral, FL",chas bank shut down business bank accounts along with accounts well the family members including spous child theyv refus provid reason doing oldest account been activ years,"Media(photos=[], videos=[], animated=[])",29297,13259,3953,Negative,-1
221,221,1683551592291639297,1418305873252864005,CheoCanutoI,2023-07-24 18:55:53+00:00,Venezuela,inform medi seman seman general inform detall interes esper agrad,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/F10tPkcWcAIWT3Z.jpg', videoUrl='https://video.twimg.com/tweet_video/F10tPkcWcAIWT3Z.mp4')])",3,2,1,Neutral,0
222,222,1683446945568661506,113106360,DELSURBanco,2023-07-24 12:00:03+00:00,Venezuela,juli natalici libert simon boliv,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F1l1CiQWcAAUj95.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
223,223,1683400679954726912,4212596234,omkkaarrr,2023-07-24 08:56:12+00:00,"Mumbai, India",profit rup revenu rup rec,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
225,225,1682516176557965312,1620748934485348355,HispanoNegocio,2023-07-21 22:21:30+00:00,,profesional servici financier preocupart ingres contrat servici ayud,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F1l_i7FXwAAkc7x.jpg')], videos=[], animated=[])",1,0,0,Neutral,0
226,226,1682210474547462145,1641490001463484416,OndasFM_Toronto,2023-07-21 02:06:45+00:00,Toronto,report econom ultim estadist inflacion men preocup cor inflation,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1682210332918382592/pu/img/_k2UT3eRKPuP81LW.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1682210332918382592/pu/vid/720x1280/gzfgVZtwb9oIuEtf.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1682210332918382592/pu/vid/320x568/SxPUnmZERvAdBD6M.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1682210332918382592/pu/vid/480x852/y74pU10Mwt5AZnTM.mp4?tag=12')], duration=53833, views=None)], animated=[])",0,0,0,Neutral,0
227,227,1682057124371636224,868757105003479040,butterwordblog,2023-07-20 15:57:24+00:00,"New jersey, United states",follow read mor mult deutsch bank millon dolar escandal lav diner,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F1feCeIWcAANSa6.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
228,228,1681468870605824000,1641490001463484416,OndasFM_Toronto,2023-07-19 00:59:53+00:00,Toronto,statistics can revel tas inflacion canad cay juni,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1681468726326034433/pu/img/AKbrwhaj7PiM_lT-.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1681468726326034433/pu/vid/720x406/Ufz3y7dGB6OApHEd.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1681468726326034433/pu/vid/478x270/0OUV9Nvp2qxhmS80.mp4?tag=12')], duration=127733, views=None)], animated=[])",0,0,0,Neutral,0
229,229,1681342598475132928,1389584444177227777,CriptoEspacioW,2023-07-18 16:38:07+00:00,Spain & LATAM,banc grand australi bloqu pag exchang criptomoned,"Media(photos=[], videos=[], animated=[])",0,0,0,Negative,-1
230,230,1681328754134601732,840944305984405504,AurianneOr,2023-07-18 15:43:07+00:00,,illegitimat authoriti,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F1VHJr4X0AExU8J.png')], videos=[], animated=[])",1,0,0,Neutral,0
231,231,1681226939032379392,377463883,Meigatrader,2023-07-18 08:58:32+00:00,VIGO - España,public result empresarial correspondient amer stanley york mellon,"Media(photos=[], videos=[], animated=[])",0,1,0,Neutral,0
233,233,1680529469495205894,1640490229,noeliariao1,2023-07-16 10:47:02+00:00,,entiend deis bomb tod demand puest vend mot facil dej serl resign perd ahorr gan ten cag nadi,"Media(photos=[], videos=[], animated=[])",7,1,0,Negative,-1
234,234,1680291758758821890,941130695103086592,superdineroo,2023-07-15 19:02:28+00:00,,quier aplic tarjet credit banc chas chas banc grand import unid,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1680291608317636609/pu/img/RTwqtvE49J1RFh1I.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1680291608317636609/pu/vid/720x1280/r9quQRfrBVsPRw2s.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1680291608317636609/pu/vid/320x568/VPSDlPLr5xu6fcNg.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1680291608317636609/pu/vid/480x852/35wD6kAf3csbrm_I.mp4?tag=12')], duration=26721, views=None)], animated=[])",0,0,0,Neutral,0
236,236,1680011156352819200,814214455802200065,TipsterBmarkez1,2023-07-15 00:27:27+00:00,,hol tipster vam apuest fuert expert futbol monterrey venc calid visit cañoner,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F1CZPVUaEAARktd.jpg')], videos=[], animated=[])",1,1,0,Neutral,0
238,238,1679947716997050369,940472264,Pronutroriddim,2023-07-14 20:15:22+00:00,JAMAICA  ,crisis,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
240,240,1679299649516044288,1641490001463484416,OndasFM_Toronto,2023-07-13 01:20:10+00:00,Toronto,banc canad elev tas interes clav cuart punt porcentual mañan llev tas alta,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1679299582784593920/pu/img/TcFpARza8e_VTc1T.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1679299582784593920/pu/vid/480x852/eaCA3IyrY1CBo0Sl.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1679299582784593920/pu/vid/540x960/XaqcQ4nnVMXj6VNV.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1679299582784593920/pu/vid/320x568/NqU_0nbL_c3alJkj.mp4?tag=12')], duration=102033, views=None)], animated=[])",0,0,0,Neutral,0
241,241,1678820633839296513,868757105003479040,butterwordblog,2023-07-11 17:36:44+00:00,"New jersey, United states",follow read mor bank amer pag millon reembols mult abus client,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F0xed0ZWcAYQL4E.jpg')], videos=[], animated=[])",0,0,1,Neutral,0
242,242,1678578745794502656,1587188828208603136,pickazosmx,2023-07-11 01:35:34+00:00,México,grup llev gan quier form part grup contactan,"Media(photos=[], videos=[], animated=[])",0,1,0,Neutral,0
244,244,1678432732014075905,127873153,NoticiaNewYork,2023-07-10 15:55:21+00:00,"New York, NY",dispon ahor veran sirv gratis aproxim com niñ cond,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
245,245,1678394486500540416,1646598920557023236,KapsuleTraders,2023-07-10 13:23:23+00:00,,calendari earnings seman banc import present gananci trimestr viern,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F0raz1-XoAIBdxz.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F0ra0-aWcAAmoHr.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
246,246,1678660135147716608,1356907369087778818,NPC2186,2023-07-11 06:58:58+00:00,Alta Murgia ,lombank plaz,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F0vMexcWcAAPKsa.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F0vMfGFXsAUCCrd.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F0vMfc6XsAEuNBR.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F0vMfxVWcAABp3y.jpg')], videos=[], animated=[])",30,4,2,Neutral,0
247,247,1678343303157387264,195278531,asalvany,2023-07-10 10:00:00+00:00,Barcelona,establ circunst merc pued provoc preci pierd parid sol exist relacion activ referent valor fuent,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F0BvU6IX0AAmMKN.png')], videos=[], animated=[])",2,2,1,Neutral,0
248,248,1677834609260654592,1418305873252864005,CheoCanutoI,2023-07-09 00:18:38+00:00,Venezuela,prim cerapi vari seman anda sup verd seman mañan regres fuerz,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F0jdrZ7X0AACjK4.jpg')], videos=[], animated=[])",3,1,0,Neutral,0
250,250,1677268191851036672,1555333339569160196,ElEduMC59,2023-07-07 10:47:53+00:00,En algun lugar de la Tierra,buen bell fot,"Media(photos=[], videos=[], animated=[])",1,0,1,Positive,1
251,251,1677127210115710976,941130695103086592,superdineroo,2023-07-07 01:27:41+00:00,,busc com gratis conoc banc com houston houston food bank,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1677126884012818433/pu/img/rzqrk9QTUa0jcMVn.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1677126884012818433/pu/vid/720x1280/JZw_PR8jtoWEOCKt.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1677126884012818433/pu/vid/480x852/a_FsdRquuiDjTFQa.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1677126884012818433/pu/vid/320x568/T1AabZTPH15ZIKDz.mp4?tag=12')], duration=42200, views=None)], animated=[])",0,0,0,Neutral,0
252,252,1677047038259675139,1633227491002273792,SanJosemueble,2023-07-06 20:09:06+00:00,"Av. San Fernando, 30570 Murcia",descubr sof especial versatil cualqui espaci visitan fern trinid baj jos veg murci sanjosemsjcom,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F0YRY7pWIAEmxBL.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F0YRY7gWwAAp3qr.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
253,253,1676961632164134920,1532108502,ItalBank,2023-07-06 14:29:44+00:00,Puerto Rico,brind segur confianz abra cuent banc american neces viaj unid visit mayor inform escrib corre infocom,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
254,254,1676934455259197442,127873153,NoticiaNewYork,2023-07-06 12:41:44+00:00,"New York, NY",veran serv gratis aproxim com niñ cond dispon ahor,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
255,255,1676109302841393154,138294486,rpkampuchea,2023-07-04 06:02:53+00:00,"Caracas, Venezuela",inflacion provoc mayor retir deposit bancari registr islas britan millon libr esterlin may,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F0K66QkWcAEvuYU.jpg')], videos=[], animated=[])",0,2,0,Negative,-1
256,256,1675256435318435841,1484675221743452163,Greenli10128015,2023-07-01 21:33:53+00:00,,plus mini mini proxrxsx silv,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
257,257,1674849659712307264,1643828079767216128,engonga_cruz,2023-06-30 18:37:30+00:00,Malabo,tard lug aprob gestion social felicit equip gran labor,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fz5CePLWACIlcSK.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/Fz5CeO9WAAYeL9C.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/Fz5CePEXwAADU84.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/Fz5CePOWABcUHHY.jpg')], videos=[], animated=[])",7,1,1,Positive,1
258,258,1674847257001336832,480926003,Foto_LuCaS,2023-06-30 18:27:57+00:00,Mexico,excelent seman,"Media(photos=[], videos=[], animated=[])",1,0,0,Positive,1
259,259,1674606180986138624,3372791637,conexiohispanoa,2023-06-30 02:30:00+00:00,España,banc incuestion,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
260,260,1674493853653426178,1554118681210376192,LocuraTrader,2023-06-29 19:03:39+00:00,,vieron colabor junt locur trad analiz detall tres escenari distint cad represent posibl reaccion merc tok bank frent propuest innov,"Media(photos=[], videos=[], animated=[])",2,1,0,Neutral,0
261,261,1674463191399641115,1455364849999958025,NacionBankless,2023-06-29 17:01:49+00:00,,sabi tok bank version tokenomics pas bank acompañ analisis siguient pas tlbank realiz,"Media(photos=[], videos=[], animated=[])",8,3,1,Neutral,0
263,263,1674224849219190784,46903362,_DiegoVergara,2023-06-29 01:14:44+00:00,"Lima, Perú",vien buen industri audiovisual ello pod financi proyectosconten entreten tod habl hispan,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FzwKn5WWwAE0syh.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FzwKn5OXsAEBnGt.jpg')], videos=[], animated=[])",0,0,0,Positive,1
264,264,1674208797512945664,38937686,Eltoni72,2023-06-29 00:10:57+00:00,Argentina,pod dat sintet revolu inteligent artificial gener,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
266,266,1673881402335703040,3372791637,conexiohispanoa,2023-06-28 02:30:00+00:00,España,banc buen posicion capital liquidez entorn dificil tip altos tiemp tra par menor activ,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
269,269,1673137748734095366,1401624789840769026,franp2022,2023-06-26 01:14:59+00:00,,𝗣𝗥𝗢𝗖𝗘𝗦𝗢 𝗣𝗔𝗚𝗢 𝗔𝗻𝘁𝗲𝘀 banc altas comision lent intermediari 𝗔𝗵𝗼𝗿𝗮 bitcoin segur inmediat econom intermediari,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fzgt6lBXgAAssvP.jpg')], videos=[], animated=[])",0,0,1,Neutral,0
270,270,1672974548466118658,1542424780770615297,BetMaxES,2023-06-25 14:26:29+00:00,España,versatil pued realiz ampli varied deport event deport deport men import crec bank form segur riesg,"Media(photos=[], videos=[], animated=[])",0,0,1,Neutral,0
273,273,1672388153573867521,1670187215979175936,REAL_LUCIFER999,2023-06-23 23:36:21+00:00,,cas tem mon valentin elizald music goes,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FzWEKYCWYAAXCkf.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
274,274,1672204750463410177,735139999,YusufHaji87,2023-06-23 11:27:35+00:00,,cor ris prev,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FzTdW4rWwAMgS_l.jpg')], videos=[], animated=[])",4,2,0,Neutral,0
275,275,1671887776307109895,1618911410595024896,LINVERSI,2023-06-22 14:28:02+00:00,,powell reserv federal aument capital proxim propuest banc grand,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
276,276,1671869168109404160,1532108502,ItalBank,2023-06-22 13:14:06+00:00,Puerto Rico,obteng inform product servici escrib infocom gust equip ejecut atend,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FzOsJdMXoAM0msk.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
277,277,1671779804419325952,1047090233714626561,miraltabank,2023-06-22 07:19:00+00:00,España,nuev vide canal youtub analisis macroeconom narrat resilient situacion central bank crisis estrategi esper,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
278,278,1671614434282700801,1320700960826687489,OutRealityRkn,2023-06-21 20:21:52+00:00,"Chile, Viñayork",par lun,"Media(photos=[], videos=[], animated=[])",2,0,0,Neutral,0
279,279,1671586991526354946,153961690,pattie_jabbaz,2023-06-21 18:32:50+00:00,Argentina,form sistemat cay crisis bancari inmediat sub seman repiti mism ecuacion ahor casi segur problem intradiari dias mejor,"Media(photos=[], videos=[], animated=[])",10,1,2,Neutral,0
280,280,1671482233130037249,1469997449506873344,CommandoMeta,2023-06-21 11:36:33+00:00,Web3 eSports,falt mes pues ofert demand fidelity deutsch citadel blackrock tom posicion seman entrad capital primer despu rest,"Media(photos=[], videos=[], animated=[MediaAnimated(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FzJMOpHX0AAiBb3.jpg', videoUrl='https://video.twimg.com/tweet_video/FzJMOpHX0AAiBb3.mp4')])",8,1,6,Neutral,0
282,282,1669759927529734178,1253015080473522176,InvestigacionUP,2023-06-16 17:32:44+00:00,"AGS, CDMX, GDL",investig realiz francisc ortiz arang realiz estim preci transferent fond siet banc mexic febrer may conoc result aqu,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fywtt-jXgAoECMG.jpg')], videos=[], animated=[])",1,0,0,Neutral,0
283,283,1669480580499623938,941130695103086592,superdineroo,2023-06-15 23:02:42+00:00,,cual mejor banc abrir cuent negoci continu mostr,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1669480300764618761/pu/img/gZJ_6iFxiMBbgfnV.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1669480300764618761/pu/vid/320x568/OtL2Lb6-Qmh9ze5O.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1669480300764618761/pu/vid/480x852/5kC0r4HKk-xltwYg.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1669480300764618761/pu/vid/720x1280/3cR1ZGImvFhh9hEu.mp4?tag=12')], duration=59700, views=None)], animated=[])",0,0,0,Neutral,0
285,285,1668708244842323968,1656892493630255104,UrFavorittGirl,2023-06-13 19:53:43+00:00,,mejor horari banc,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
286,286,1668236901046779907,1324953990317158400,Luke_Sky_Miller,2023-06-12 12:40:46+00:00,MAGA! 🇦🇷,propi banc bitcoin permit,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FybEcl5WYAAh8Wz.jpg')], videos=[], animated=[])",1,0,1,Neutral,0
287,287,1668229973704835072,866360824109125633,bookexpertsuk,2023-06-12 12:13:14+00:00,United Kingdom,financial controll servic hal bank,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
288,288,1668212755768156162,101918737,theroghert,2023-06-12 11:04:49+00:00,,pus reclam redirig banc federal alem cos diner pertenec jur dictam rob diner quer devolv sin particip tercer,"Media(photos=[], videos=[], animated=[])",1,0,0,Neutral,0
289,289,1667774807939907587,155864995,BINDASS1983,2023-06-11 06:04:34+00:00,india,sabs faltu,"Media(photos=[], videos=[], animated=[])",0,0,0,Neutral,0
292,292,1667350771673726976,268850434,maquiao7,2023-06-10 01:59:36+00:00,"Monterrey, Nuevo León",quit mal rach gan igual aunqu met unidad aument ciert sig aument bon,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FyOesIIWIAQVtnL.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/FyOesIKWAAAWzLh.jpg')], videos=[], animated=[])",0,0,0,Neutral,0
293,293,1667210659724152833,1473111796533788677,HumbertoMayora8,2023-06-09 16:42:51+00:00,,derech inici oper aprox mod engañ fraud manej legal not acuerd public sirv cuant export enriquec americ chamb,"Media(photos=[], videos=[], animated=[])",0,0,0,Negative,-1
