,Unnamed: 0,TweetId,UserId,UserUsername,Date,Location,Tweet,Media,Likes,Retweets,Comments,Polarity,Sentiment
75,75,1724815526264963570,1624890529195429891,JaydanKaiser,2023-11-15 15:44:01+00:00,,BRC 上面 建立 加密 银行,"Media(photos=[], videos=[], animated=[])",0,0,0,1.0,Positive
76,76,1724677426784170140,1642586413358014464,brc_bank,2023-11-15 06:35:16+00:00,Hongkong,全球 bank 持有 持有者 汇集 于此 一起 推动 brc 加密 货币 bank 发展,"Media(photos=[], videos=[], animated=[])",3,2,1,1.0,Positive
77,77,1722495348231512275,1469868357591891973,laojin88,2023-11-09 06:04:28+00:00,HK,Gate Bank 倍 抛 很远 冲起 起来,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F-eIYryacAASk7f.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F-eIYrzakAAFlqh.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
78,78,1722335751013011485,43948487,NAI500,2023-11-08 19:30:17+00:00,Vancouver,策略 策略师 全球 全球股市 股市 明年 上涨 指出 值得 投资 板块 HSBC Holdings plc HSBC 深入 深入分析 分析,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F-b3PTFWAAAEMIX.jpg')], videos=[], animated=[])",0,0,0,1.0,Positive
79,79,1722292709388361968,880573681,Weifang_China,2023-11-08 16:39:15+00:00,"Weifang 潍坊, Shandong 山东, China",Anyone HongKong US Singapore bank accounts receive global payment 需要 香港 美国 新加坡 公司 账户 接收 美元,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F-bQEixWIAADHYp.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F-bQFLAWQAAR3E-.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F-bQFklXwAAgyea.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F-bQF0SXgAAVdI_.jpg')], videos=[], animated=[])",0,0,1,1.0,Positive
80,80,1722093809218039901,1435169585225875457,cxpitter4,2023-11-08 03:28:53+00:00,Singapore,继续 续建 建设 brc 不想,"Media(photos=[], videos=[], animated=[])",2,0,0,1.0,Positive
81,81,1721836276591243299,1469868357591891973,laojin88,2023-11-07 10:25:33+00:00,HK,BRC 启动,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F-Uw9nDawAA3cJ8.jpg')], videos=[], animated=[])",0,0,1,0.0,Neutral
82,82,1721709607779795391,1368073109035773955,bangzhu_bz,2023-11-07 02:02:12+00:00,新加坡,BTC ordinals 原生 叙事 关系 brc 当中 代币 看好 评论 见,"Media(photos=[], videos=[], animated=[])",5,0,7,1.0,Positive
83,83,1721411590799683751,1275978112480587776,PribizcoA,2023-11-06 06:18:00+00:00,,麦肯锡 全球 银行 行年 加息 获 亿美元 美元 元利 利润 彭博社 报导 咨询 公司 麦肯锡 表示 利率 上升 全球 银行 银行业 行业 利润 增长 亿美元 美元 全球 金融 金融危机 危机 银行 银行业 行业 最佳 表现,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F8IUQcua4AAa3Gh.jpg')], videos=[], animated=[])",0,0,0,0.7,Positive
84,84,1721035914183631062,884181899534413824,kinma88,2023-11-05 05:25:11+00:00,"广东, 中华人民共和国",市值 最低 万美金 美金 现在 万美金 美金 金发 发展 发展前景 前景 无量 币 安 写 文档 不会 瞎 写 肯定 定有 有所 所指,"Media(photos=[], videos=[], animated=[])",2,1,0,0.43,Positive
85,85,1721026748064641520,1368073109035773955,bangzhu_bz,2023-11-05 04:48:46+00:00,新加坡,为啥 bank 喊 币 安 brc 代币 没上 币 安 目前 币 风格 筹码 搞 手里 项目 牛 逼 币 费 brc 波流 流量 币 安 不可 可能 不会 会上 现在 ordinals 币 圈 人人 知道 参与 越来 越来越 越多 ordi sats 两个 币 安 干嘛 操盘 币 香 bank 波 自然 共识 超过 千 持 币 地址 第一 第一个 当时 币 安 发 图 暗示 也许 分析 很傻 逼 真的 成 觉得 得有 道理,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F-JQsfaWEAAd6OI.png')], videos=[], animated=[])",8,2,9,0.2,Positive
86,86,1721033401980031047,884181899534413824,kinma88,2023-11-05 05:15:12+00:00,"广东, 中华人民共和国",项目 方 走 两步,"Media(photos=[], videos=[], animated=[])",0,0,0,-1.0,Negative
87,87,1721032386421395497,1368073109035773955,bangzhu_bz,2023-11-05 05:11:10+00:00,新加坡,bank 项目 方 打散 地址 有意 有意思 意思,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F-JVyIyXMAAGQSI.jpg')], videos=[], animated=[])",3,1,3,0.0,Neutral
88,88,1721023044880080938,1368073109035773955,bangzhu_bz,2023-11-05 04:34:03+00:00,新加坡,bank 应该 该是 大庄 入场 币 安 买 买,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F-JMuwTWAAAtn0D.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F-JNMqjWYAAvwvd.png')], videos=[], animated=[])",7,3,2,0.0,Neutral
89,89,1721017107431735330,1435169585225875457,cxpitter4,2023-11-05 04:10:28+00:00,Singapore,gate brc 板块 关注 不关 关注 必须 暴涨 暴涨 一天 天一 价 拭目 拭目以待 以待,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F-JHnVbWMAEQCkM.jpg')], videos=[], animated=[])",2,0,0,0.23,Positive
90,90,1720728255341199695,1435169585225875457,cxpitter4,2023-11-04 09:02:40+00:00,Singapore,财富 密码 关注 gate brc 板块 最最 纯真 真的 brc 项目 必须 暴涨,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F-FALIcW4AAHJSH.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F-FBNz7XQAA-lxE.jpg')], videos=[], animated=[])",1,0,0,0.5,Positive
91,91,1720531376078823552,43948487,NAI500,2023-11-03 20:00:20+00:00,Vancouver,预测 买入 股票 飙升 升至 United Parcel Service UPS Bank America BAC Paramount Global PARA 逐 分析,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F-COKx8WsAALm0y.jpg')], videos=[], animated=[])",0,0,0,1.0,Positive
92,92,1720191608782459269,43948487,NAI500,2023-11-02 21:30:13+00:00,Vancouver,盘点 收益 收益率 超过 三只 顶级 股票 BCE BCE Bank Nova Scotia BNS Enbridge ENB 逐 了解,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F99ZJyOXUAADyLE.jpg')], videos=[], animated=[])",0,0,0,0.5,Positive
93,93,1720116112610766873,43948487,NAI500,2023-11-02 16:30:14+00:00,Vancouver,顶级 股 刚刚 发出 强烈 买入 信号 TorontoDominion Bank TD 详情 详情请,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F98UfUbW8AAj5pc.jpg')], videos=[], animated=[])",0,0,0,0.33,Positive
94,94,1719783918054908020,43948487,NAI500,2023-11-01 18:30:12+00:00,Vancouver,最好 蓝筹 蓝筹股 猜到 TorontoDominion Bank TD Royal Bank Canada RY Bank Montreal BMO 更多 了解,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F93mXD_XwAA0rXK.jpg')], videos=[], animated=[])",0,0,0,1.0,Positive
95,95,1719537195089006939,1600680958046662659,BlockcastNews,2023-11-01 02:09:49+00:00,,泰 國 商 業 銀 行 開 泰 銀 行 收 購 當 加密 貨 幣 交易 交易所 Satang 母公司 公司 股份 充分 彰 顯 傳 統 金融 涉足 加密 貨 幣 領 域 決 心,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F90FcC1agAAGbo3.jpg')], videos=[], animated=[])",1,1,1,1.0,Positive
96,96,1719184676617883873,1600680958046662659,BlockcastNews,2023-10-31 02:49:02+00:00,,渣打 銀 行 旗下 下子 子公司 公司 加密 貨 幣 託 平台 正 進 軍 香港 港市 場 打算 為 當 機 構 提供 數 位 資 產 託 服 務,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F9vCiTAagAA_BF4.jpg')], videos=[], animated=[])",0,0,1,-1.0,Negative
97,97,1717787550197411919,2935696002,DannyDC_DanDan,2023-10-27 06:17:21+00:00,𝕏,X 一年 內 取代 銀 行 帳 戶 成全 全球 首 選 財 務 平台 Musk 說 說 支付 實 際 指 某人 整 體 財 務 生活 涉及 錢 應 該 們 平台 台上 論 錢 證 券 東 西 這 僅 僅 轉 美元 給 朋友 意思 戶 需要 銀 行 帳 戶,"Media(photos=[], videos=[], animated=[])",12,6,10,1.0,Positive
98,98,1717292500203827368,43948487,NAI500,2023-10-25 21:30:12+00:00,Vancouver,价值 投资 投资者 这三只 三只 股票 适合 近期 逢 低买 买入 Magna International MG Jamieson Wellness JWEL Bank Montreal BMO 详细 内容,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F9UMbaKXgAAzV1N.jpg')], videos=[], animated=[])",0,0,0,1.0,Positive
99,99,1712751471392108638,1590909117312684034,Aperi_Eco,2023-10-13 08:45:46+00:00,Hong Kong,近日 別 對 增 持 萬 股 萬 股 萬 股 萬 股 A股 股份 並 擬 未 來 個 內 繼 續 股份 分析 師 普遍 認 為 匯 金 入 場 帶 動 更多 增量 資 金 入 場 建 議 關 注 後 續 增 持 範 圍 擴 可能 可能性,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1712750134877106176/pu/img/5qCBaIY_wgIguPR5.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1712750134877106176/pu/vid/avc1/480x270/sT8ohBDdGPfVv7v6.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1712750134877106176/pu/vid/avc1/640x360/be2Q3FOryFUffzEI.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1712750134877106176/pu/vid/avc1/1280x720/J8nXj4MWMM0pGNgc.mp4?tag=12')], duration=107800, views=None)], animated=[])",2,2,1,1.0,Positive
100,100,1712001726025486358,1358444107845292033,gstone_io,2023-10-11 07:06:33+00:00,,Ancient BRC BRC 远古 古代 代币 部署 年月日 之前 持仓 超过 叙事 意义 BRC 代币 类似 Ordinals K Club 一块 未 挖掘 宝藏 sats,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F8I_i9OaoAAxQBP.jpg')], videos=[], animated=[])",13,0,1,-0.33,Negative
101,101,1710287102884151756,1533035762807103489,yinxin4880,2023-10-06 13:33:15+00:00,,Pi Network 追求 求全 全球 金融 革命 一项 重大 重大进展 进展 波士 波士顿 联邦 储备 银行 麻省 麻省理工 麻省理工学院 理工 理工学 理工学院 工学 工学院 学院 合作 开展 OpenCBDC 项目 OpenCBDC 一项 开源 计划 汇集 中央 中央银行 银行 潜在 CBDC 设计 进行 协作 技术 研究 该项 项目 旨在 探索 CBDC 可能 可能性 影响 可能 重塑 金融 格局,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F7wpCgUXYAAsLRd.jpg')], videos=[], animated=[])",34,4,2,0.77,Positive
102,102,1710177818804355244,1275978112480587776,PribizcoA,2023-10-06 06:19:00+00:00,,美国 国大 银行 银行借款 借款 反弹 花旗 准备 准备金 敲响 敲响警钟 警钟 彭博社 报导 花旗 表示 美国 国商 商业 商业银行 银行 银行借款 借款 增加 表明 储户 求 更好 回报 情况 机构 对准 准备 准备金 进一步 一步 下降 感到 不安,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F6W17WTbcAAartV.jpg')], videos=[], animated=[])",0,0,0,0.08,Positive
108,108,1709047929963728975,1687371468148191232,gudao188,2023-10-03 03:29:13+00:00,,光速 进行 交易 等待 Transfer,"Media(photos=[], videos=[], animated=[])",0,0,0,1.0,Positive
109,109,1708910001505337533,913302048564637696,LBank_Exchange,2023-10-02 18:21:09+00:00,,Why wait transact speed light Transfer,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F7dEBTPXcAAuDZL.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F7dEAE2XEAA1MQe.jpg')], videos=[], animated=[])",135,36,75,0.0,Neutral
110,110,1706674429567103135,888433768306024449,handyrichman,2023-09-26 14:17:47+00:00,加拿大 满地可（互fo）,Pi Network 区块 链 项目 目的 发展 为数 数字 支付 成为 常态 铺平 道路 传统 现金 现金交易 交易 提供 轻量 轻量级 量级 高效 方案 一箱 现金 现在 需 派 币 即可 转,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F69TWLGWwAACO8T.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F69TWLDXkAA5wKs.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F69TWLFXQAA8TB2.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F69TWLFWkAA_UKG.jpg')], videos=[], animated=[])",66,11,10,0.67,Positive
111,111,1706255396778741994,1438148586055798796,PiNetworkWeb3B,2023-09-25 10:32:41+00:00,Web3.0,当今 快节奏 节奏 数字 数字化 互联 金融 格局 中加 加密 货币 已经 走 最前 最前沿 前沿 彻底 彻底改变 改变 支付 融资 看法 Pi 引起 广泛 关注 加密 货币 声称 可能 彻底 彻底改变 改变 看待 支付 融资 方式,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F63WPNfWoAAyXlO.jpg')], videos=[], animated=[])",227,27,5,0.56,Positive
112,112,1706191552257937531,1275978112480587776,PribizcoA,2023-09-25 06:19:00+00:00,,美国 美国银行 银行 银行业 行业 持有 现金 涨 万亿 万亿美元 亿美元 美元 彭博社 报导 美国 美国银行 银行 持有 大量 现金 应对 经济 放缓 缓存 存款 持续 外流 流动 流动性 规定 即将 收紧 风险 春季 一系 一系列 系列 银行 倒闭 银行 银行业 行业 努力 重新 站稳 站稳脚跟 脚跟 可能 导致 贷款 受到限制 限制,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F5U2BocacAAm2zW.jpg')], videos=[], animated=[])",0,0,0,-0.14,Negative
113,113,1704742252340457706,1275978112480587776,PribizcoA,2023-09-21 06:20:00+00:00,,对冲 基金 减少 美国 美国银行 银行 股 空头 押注 彭博社 报导 高盛 一份 报告 显示 银行 股价 价格 上涨 之际 对冲 基金 月底 放弃 美国 地区 银行 空头 押注 转而 整体 体美 美国 金融 板块,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F5PozHAbMAASICO.jpg')], videos=[], animated=[])",0,0,0,-0.64,Negative
114,114,1704201239934734700,43948487,NAI500,2023-09-19 18:30:12+00:00,Vancouver,看好 降息 这三只 三只 提前 布局 Western Alliance WAL Toll Brothers TOL Carvana CVNA 逐 分析,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F6aJ_ymWUAAuLRk.jpg')], videos=[], animated=[])",1,0,0,1.0,Positive
115,115,1700074584387772554,1590909117312684034,Aperi_Eco,2023-09-08 09:12:21+00:00,Hong Kong,國 四大 官 宣 調 本次 利率 水 準 最低 調 整 對 應 期限 LPR 減 個 基 點 原 發 放 時 所在城市 城市 首套 套房 貸 利率 利率政策 政策 下限 業 內 人士 直接 降低 購 房 首套 套房 購 房 成本 購 房 需求 有望 重新 釋 放 利好 發 展,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1700071662149160960/pu/img/8sgP0QpeWFqJ0YeF.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1700071662149160960/pu/vid/avc1/480x270/lC7DQ1XHLCv2K2BK.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1700071662149160960/pu/vid/avc1/640x360/MAtOB9OOU1ZsjRnQ.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1700071662149160960/pu/vid/avc1/1280x720/3L_TYNHakSr7FtgG.mp4?tag=12')], duration=63715, views=None)], animated=[])",3,1,0,0.0,Neutral
116,116,1699354873500979625,1626345825566875648,lihaixing7777,2023-09-06 09:32:28+00:00,,代币 值得 少 投资 一份 惊喜,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1699354832300396544/pu/img/fYJf689dRw5oGSA9.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1699354832300396544/pu/vid/avc1/592x1280/EzXMx09GrOf1ryfa.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1699354832300396544/pu/vid/avc1/480x1036/xcz7dkyr11bXfPrG.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1699354832300396544/pu/vid/avc1/320x690/iUhXMRaXOV_Rg-Bu.mp4?tag=12')], duration=20353, views=None)], animated=[])",1,0,0,1.0,Positive
117,117,1697361168761827713,43948487,NAI500,2023-08-31 21:30:12+00:00,Vancouver,大盘 方向 这三只 三只 股票 永远 持有 Royal Bank Canada RY Constellation Software CSU Northland Power NPI 逐 了解,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F448_QLWIAA7-7I.jpg')], videos=[], animated=[])",1,0,0,1.0,Positive
118,118,1696847202566717720,1368073109035773955,bangzhu_bz,2023-08-30 11:27:53+00:00,新加坡,币 安 现在 个位 位置 brc 相关 代币 确实 实是 非常 位置 赚钱 拉 盘 赢取 brc 好感 艹 绝 难道 上面 bank 巧合 暗示,"Media(photos=[], videos=[], animated=[])",2,0,0,0.61,Positive
119,119,1696840349761896622,915952138366226438,Bitcoins_bank,2023-08-30 11:00:39+00:00,,What bank Binance,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F4xjTg7bQAEPtdi.jpg')], videos=[], animated=[])",3,1,4,0.0,Neutral
120,120,1696826141976498612,82299136,mychinapress,2023-08-30 10:04:12+00:00,"Malaysia, Kuala Lumpur",成为 国 行 董事 成员 继续 该行 委员 委员会 任职,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F4xWXqzbwAAcRtH.jpg')], videos=[], animated=[])",0,0,0,1.0,Positive
121,121,1696810116673331636,1439448406754148352,BTC0487,2023-08-30 09:00:31+00:00,Taiwan.bitmap,幣 安 銘 文中 示 範 銘 刻 BRC BANK 結 果 Gate 交易 BRC BANK 直 噴 鏈 價 格 還 遠 高 於 結 果 幣 安 沒 ORDI BANK 話 會 會 個 意外 致富 敘 事,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F4xFg7ZaMAAitIx.jpg')], videos=[], animated=[])",5,2,1,0.0,Neutral
122,122,1696794618401300666,82299136,mychinapress,2023-08-30 07:58:56+00:00,"Malaysia, Kuala Lumpur",星 展 银行 发言 发言人 回应 银行 行将 继续 努力 罪犯 无法 新加坡 找到 庇护 庇护所 没有 具体 名字 发表 评论 华侨 华侨银行 银行 愿 置评,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F4w5teqawAAnOJd.jpg')], videos=[], animated=[])",0,0,0,-0.5,Negative
123,123,1695355441713152508,922052997302988800,lochaiching,2023-08-26 08:40:10+00:00,Israel,以色列 银行 终于 发短 发短信 短信 希伯来 希伯来语 语言 英语 阿拉 阿拉伯 阿拉伯语 拉伯 拉伯语 俄语,"Media(photos=[], videos=[], animated=[])",1,0,1,0.0,Neutral
124,124,1695073550397231384,1670734847680172032,vida_platform,2023-08-25 14:00:02+00:00,"London, United Kingdom",將 迎 來 英 國 銀 行 假期 Cant wait bank holiday,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F4XUT5_XAAE3ZFL.jpg')], videos=[], animated=[])",5,2,1,0.0,Neutral
125,125,1694016676969242935,43948487,NAI500,2023-08-22 16:00:23+00:00,Vancouver,年度 银行 压力 测试 这三家 三家 高分 飘过 JPMorgan Chase JPM Bank America BAC Bank Montreal BMO 逐 分析,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F4JbML8XcAELXHc.jpg')], videos=[], animated=[])",1,0,1,-1.0,Negative
126,126,1692650141637898607,43948487,NAI500,2023-08-18 21:30:16+00:00,Vancouver,接棒 科技 第二 大类 持股 成为 盈利 担当 最近 股 降温 巴菲 巴菲特 菲特 第二 大类 持股 票 成 盈利 主力 主力军 完整 内容,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F32AVZ1WwAAbhGW.jpg')], videos=[], animated=[])",1,0,0,1.0,Positive
127,127,1692539210300117338,1630533041100824577,stock1024,2023-08-18 14:09:28+00:00,,惠 誉 国际 评级 一位 分析 分析师 警告 美国 美国银行 银行 银行业 行业 业已 已经 逐渐 接近 动荡 源头 头数 数十 数十家 十家 美国 美国银行 银行 评级 全面 下调 风险 可能 包括 摩根 大通 美国 超级 大行 惠 誉 早在 月份 美国 美国银行 银行 银行业 行业 经营 环境 评级 AA 下调 调至 AA,"Media(photos=[], videos=[], animated=[])",0,0,0,0.14,Positive
128,128,1691578052759695589,43948487,NAI500,2023-08-15 22:30:10+00:00,Vancouver,建仓 建筑 建筑商 股票 美国 稳 DR Horton Inc DHI Lennar Corp LEN NVR Inc NVR 逐条 了解,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F3mxRkZXQAAWDc8.jpg')], videos=[], animated=[])",0,0,0,1.0,Positive
129,129,1690269274647273472,840740779773448194,calchng,2023-08-12 07:49:33+00:00,Singapore,中国 版 雷曼 时刻 信托 排名 前 五矿 光大 大中 融 中航 均 爆 雷 停 兑 现在 问题 银行 雷 爆,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F3UJ4bGb0AAUdd8.png')], videos=[], animated=[])",0,0,0,0.0,Neutral
130,130,1690091120506867712,43948487,NAI500,2023-08-11 20:01:38+00:00,Vancouver,现在 应该 买入 银行 股票 三个 原因 标准 普尔 证券 证券交易 交易 交易所 综合 指数 上涨 表现 最好 板块 包括 Bank Montreal BMO 深入 了解,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F3Ro6vZXgAAazZs.jpg')], videos=[], animated=[])",0,0,0,1.0,Positive
131,131,1689690666715037697,43948487,NAI500,2023-08-10 17:30:22+00:00,Vancouver,想要 收获 五位 五位数 位数 被动 收入 现在 锁定 这三只 三只 高 收益 股票 Canadian Imperial Bank Commerce CM TC Energy TRP Atrium Mortgage Investment AI 逐 了解,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F3L8tTBWIAIuUxr.jpg')], videos=[], animated=[])",0,0,1,0.5,Positive
132,132,1689313217816797195,43948487,NAI500,2023-08-09 16:30:31+00:00,Vancouver,伤口 口上 撒盐 穆迪 调 降 美国 美国银行 银行 银行信用 信用 评级 评级 机构 下调 家中 中小 中小银行 银行 家 美国 国大 大型 列入 下调 观察 名单 详细 内容,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F3Gla2mXoBQBXNY.jpg')], videos=[], animated=[])",1,0,0,0.5,Positive
133,133,1689180682587877376,1630533041100824577,stock1024,2023-08-09 07:43:52+00:00,,全球 具 影响 影响力 评级 机构 穆迪 晚间 发布 报告 下调 美国 国家 家中 中小 中小型 小型 银行 银行信用 信用 评级 家 大型 银行 评级 列入 潜在 下调 观察 名单 家主 主流 银行 前景 展望 稳定 改为 负面 意大利 大利 拟 征收 收银 银行 暴利 暴利税 利税 消息 一道 严重 打压 周二 市场 风险 险情 情绪,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F3Es4FnbkAAAlZU.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
134,134,1688796682937573376,1275978112480587776,PribizcoA,2023-08-08 06:18:00+00:00,,瑞银 央行 买 黄金 到头 彭博社 报导 瑞银 观察 发达 经济 经济体 严重 过度 配置 黄金 考虑 地缘 政治 不安 安全 全因 因素 央行 今年 继续 购入 黄金 不太可能 可能 达到 去年 水平,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F1ds7eCacAEllcu.jpg')], videos=[], animated=[])",0,0,0,0.2,Positive
135,135,1687690166616612864,1372545342831403015,juejinxiaoke,2023-08-05 05:01:06+00:00,,怕错 错过 三个 铭文 现在 提前 前去 几个 现在 fomo 情绪 完全 清楚 啥时候 扫 完 defi 入口 bank 入口 doge 入口,"Media(photos=[], videos=[], animated=[])",2,0,5,0.51,Positive
136,136,1687689139284856832,1372545342831403015,juejinxiaoke,2023-08-05 04:57:01+00:00,,fomo 情绪 太严 严重 扫 货 三个 铭文 相信 很快 打完 想 问问 gas 费 大风 刮,"Media(photos=[], videos=[], animated=[])",0,0,1,0.0,Neutral
137,137,1684232964371087360,43948487,NAI500,2023-07-26 16:03:24+00:00,Vancouver,二季 季报 过后 这三只 三只 股 加入 入选 股 池 HSBC Holdings HSBC PNC Financial Services PNC Fifth Third Bancorp FITB 逐 分析,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F1-Y9NbXoAAj50q.jpg')], videos=[], animated=[])",1,0,0,1.0,Positive
138,138,1682481203067199489,43948487,NAI500,2023-07-21 20:02:32+00:00,Vancouver,管到 到任 相信 两只 增长 股票 多伦 多伦多 道明 银行 TD TD Fortis FTS 想 更多,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F1lfvQqXgAIBGlF.jpg')], videos=[], animated=[])",1,0,0,0.33,Positive
139,139,1681722349564076032,1359577797295935491,Bitcoin_zh,2023-07-19 17:47:07+00:00,,法 國 興 業 銀 行 通 過 批准 成 為 法 國 第一 第一家 一家 提供 加密 貨 幣 服 務 銀 行,"Media(photos=[], videos=[], animated=[])",2,0,1,1.0,Positive
140,140,1681659837074264064,3794854332,ShadowWuSK,2023-07-19 13:38:43+00:00,,銀 行 雨天 收 傘 行 業,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
141,141,1681630163199467520,1327359720,lisaabramowicz1,2023-07-19 11:40:48+00:00,New York,Loan growth slowing rapidly banks Apollos Slok notes He expects loan books shrinking,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F1ZZsDmX0AACd0K.jpg'), MediaPhoto(url='https://pbs.twimg.com/media/F1ZZtOvXsAAag_1.jpg')], videos=[], animated=[])",399,102,16,0.0,Neutral
142,142,1680821511933018112,1603230115525103616,Savanna8023,2023-07-17 06:07:31+00:00,Zhejiang,不用 出门 办到 香港 银行 银行卡 West Bank bank Amerlca,"Media(photos=[], videos=[], animated=[])",0,0,0,1.0,Positive
143,143,1679951510711709696,43948487,NAI500,2023-07-14 20:30:26+00:00,Vancouver,美国 美国银行 银行 狂 启 人工 人工智能 智能 模式 抢饭碗 饭碗 真不 危言 危言耸听 耸听 BAC 使用 名 新 员工 沉浸 式 培训 计划 一部 一部分 部分 详情 详情请,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F1Bi_vXWcAAvN2Y.jpg')], videos=[], animated=[])",1,0,0,0.0,Neutral
144,144,1679318715811381254,1593572955438530561,TraderFeliz,2023-07-13 02:35:56+00:00,馬來西亞,EIA 报告 上周 美国 原油 油库 库存 增加 近 万桶 增幅 远大 远大于 大于 预期 令 油价 承压 汽油 油库 库存 几乎 没有 有变 变化 当周 仅 下降 桶 亿桶 油价 周三 收 高 指标 布伦特 伦特 原油 原油期货 期货 期货价 期货价格 货价 价格 月份 首次 突破 每桶 美元 此前 美国 通胀 数据 推动 市场 希望 美联储 联储 可能 减少 进一步 一步 加息 次数,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/F04jd0DacAAWVsK.jpg')], videos=[], animated=[])",1,0,0,0.33,Positive
