,commenterID,UserName,Date,Text,Polarity,Sentiment
3708,UCSS9ZSM1ehDWvfdgxpoxBgA,@sonim4858,2023-03-17 20:33:13+00:00,war konto direkt geld park dafur braucht schwein bank,0.7,Positive
3707,UCSS9ZSM1ehDWvfdgxpoxBgA,@sonim4858,2023-03-17 20:35:29+00:00,niemand sparkass angewies,0.0,Neutral
3706,UCSS9ZSM1ehDWvfdgxpoxBgA,@sonim4858,2023-03-17 20:41:29+00:00,naja euro leist wechseln,0.0,Neutral
3705,UCxZ6U3xipp6FJKw6EQCnOMQ,@Ivlodded,2023-03-17 22:16:02+00:00,spart bitt ziel imm investi,0.0,Neutral
1771,UCT1QymKgINcN3rwRQR6zSNg,@alexkastner4713,2023-03-17 22:17:18+00:00,find input geldmeng wirklich hilfreich dank dafurbrbrjedoch find videos letzt zeit wenig objektiv emotionalbrbrdies kommentar kritisch denk mainstreammedi lasst leid schnell alarmglock schnell aussag eigent lugn notig unterstell,0.7250000000000001,Positive
3704,UCLdQdu3CTTeHwLCiDdJz4yQ,@jornhes3506,2023-03-18 02:17:07+00:00,natur bekommt zins bank angestellt dick gehalt bekomm obwohl wirklich erwirtschaft irgendw zahlt imm zech,0.15000000000000002,Positive
3703,UC4yf8lNsoOrqW78J1JJSE8Q,@PuscH311,2023-03-18 03:05:01+00:00,inflation reich brspar macht,0.7,Positive
2566,UCk3bIf4BP37bhBDLOw6x0Ug,@heinogotzmann,2023-03-18 06:44:49+00:00,geld schon lang mehr bank,0.0,Neutral
3702,UCcqrOkzztY-lMCdYmzQCWBw,@panoblick,2023-03-18 07:34:23+00:00,gibt tausend gut angebot wechselt schuld markt insgesamt mehr leut haufig bess vertrag bank krankenkass versicher wechseln deutschland gibt bau leid viel leut skurril bezieh versicher bank schon imm,0.0,Neutral
1321,UCWQBlelhRVoQLp6bQYtczVQ,@rp1479,2023-03-18 10:03:17+00:00,hort quotneutralitatquot schweiz,0.0,Neutral
1320,UCxJuyuYdYo-0kU_uaeeQLAw,@stzw613,2023-03-18 10:11:35+00:00,tim suiss start helping ukrain boycotted crook country harbouring dictator famili financing war,0.0,Neutral
1319,UC2zECk-XvpBDY-neHvKviYw,@ras7156,2023-03-18 10:12:26+00:00,neutral,0.0,Neutral
1318,UCe-nLqQpzwrup3kw2IL-X1w,@quamtum5619,2023-03-18 10:21:51+00:00,cool neu intro,0.7,Positive
1317,UCTc5kxnLJB0E0rXQl4whsFw,@Paesche,2023-03-18 10:23:23+00:00,schweiz geht rosienenpickerei deckmantel neutralitat dermass nerv zeit geandert putin mehrmal schweiz vermittlerin abgelehnt sanktion unterstutz somit aug neutral handelnbrwarum darauf pfeiff ukrain endlich waff lief benotigtbraktuell gibt gesetz schweiz verbietet waff kriegsgebiet lief wiedermal extr hauchler wohl waff fruh spat land,-1.0,Negative
1316,UC0MSOuND5d-q-w34Al1HSrQ,@pentix2300,2023-03-18 10:25:21+00:00,neutralitat hangt modern schweiz imm imm neutral druck standgehalt sich brech,0.0,Neutral
1315,UCgOMg3LFU6jknJalIHEOGKg,@averosbt3563,2023-03-18 10:26:41+00:00,schweiz besitzt hauptstadt bern bundesstadt bern national standerat treff kanton zurich waadt tessin befind staatlich institution rechtsstaat wichtig fangt souveranitatund neutralitat land respekti kriegsgeil volkerrechtsbruch natomitglied,0.7,Positive
1314,UCrCXBraq07w-jgUxbu9rdCg,@samkey9007,2023-03-18 10:27:54+00:00,wichtig thema hatt lang video gewunscht,0.7,Positive
1313,UClyi8JOMLDiGPQ-pr8rmlpg,@BernddasBrotxD,2023-03-18 10:30:24+00:00,credit,0.0,Neutral
1312,UCp8qnDJKYP8SNvEEW2Lwstg,@hinterhofgeschichten5894,2023-03-18 10:30:45+00:00,schweiz russland regi war russland wahrschein reich land welt,0.7,Positive
1310,UCd4QGk7cqYw9079-iR6yvAA,@caffize3919,2023-03-18 10:35:36+00:00,neutralitat schweiz lebt kost nachbarn,0.0,Neutral
1309,UC0MnC8ynveoCMy6bKjDnn4A,@enesmitp,2023-03-18 10:38:49+00:00,weg neutral gross teil nazigold tresor profitiert leid judenbrdi neutral einfach gierig geschaftsleut vielleicht sanktioni seh lang dau neutral war,-0.15000000000000002,Negative
1308,UCMm9rgEzMvS27cwwK3WM1Aw,@DaTo1984,2023-03-18 10:39:52+00:00,neutralitat wegschau jeglich verantwort entzieh,0.0,Neutral
1307,UCCSLDxqQxp2dpQ9ET2q6bAA,@genroehr,2023-03-18 10:40:23+00:00,panik zurich,0.0,Neutral
1306,UC5HFoMKYhn85Ci-0b8-R5tw,@swissbrony23ch72,2023-03-18 10:40:52+00:00,credit suiss neutralitat titel irrefuhr,0.0,Neutral
1305,UCJYBWIo4U94y9sqmHxB4Wzw,@inkubusarchitektde4037,2023-03-18 10:40:53+00:00,schweiz sicherheitsrisiko europa mehr rustungsunternehm schweiz investi regional innereu unternehm,0.0,Neutral
1304,UCPiileMWXoQsEDQmzi9aorw,@CaptainConditor,2023-03-18 10:41:30+00:00,schweiz konflikt neutral bleib verweigert sogar verkauf deutschland gekauft panz sodass ukrain geschickt anschein gesetz gebroch flugabwehrsystem ging gibt diskussion darub rustungsindustri schweiz abzuzieh ausland firm munition produzi ukrain geschickt gerecht,-0.7,Negative
1303,UC7YIVhGiD_yuvzOGL6Uc7kQ,@lolalasziv1059,2023-03-18 10:41:57+00:00,saudis verkauft solidaritat verweigert dabei neutralitat versteckt schon seh davon zugel anzieh waschlappenverein bekommt ungar regim entwed disziplini ganz rauszuwerf gleich gilt rechtradikal regim pol,-0.7,Negative
1300,UCX9ZinBIlVcJ3Xod0l-aCCQ,@13loki1979,2023-03-18 10:48:36+00:00,schweiz neutral nimmt geld egal wieviel blut leid leb daran haft lang schweiz geschaft moral scheiss egal kund schon rest welt geachtet gejaged weg schwerst verbrech geld nimmt gern geld stinkt bekannt mass brdas verhalt schweiz gegenub nazis jud holocaust getotet wurd der nachkomm garnicht erst anfang mocht strahl kotz,0.2333333333333333,Positive
1298,UCG8L2-9YvzAMVJKlA0eryhA,@SwissTanuki,2023-03-18 10:51:17+00:00,waff schweiz kauft unterschreibt waff zustimm schweiz weitergegeb schweiz prang stell neutralitat halt natur moglich,-0.7,Negative
1297,UCS4XR3bwWoFtnkC9JsvklRw,@lassmirandadennsevilla3264,2023-03-18 10:54:02+00:00,gut entscheid schweiz wunsch deutschland neutralitat wahrschein moglich aufgrund global relevanz grosst volkswirtschaft,1.0,Positive
1296,UCHyiq0XU7MyNDq2RhXcNIqw,@Vakti892,2023-03-18 10:54:44+00:00,schweiz rosinenpick,0.0,Neutral
1295,UCMxC3ce72461rzHndXC42Gw,@lucawi,2023-03-18 10:54:58+00:00,neutralitat bezieht export waff munition kriegsmaterial geld immobili wertanlag seit jahr schon lernt zuruckgeblieb deutschland natur zusatz hatt schweiz weltkrieg einfach deutschland anschliess hatt viel einfach gemacht schweiz blieb militar neutral,0.7,Positive
1294,UCRsAVK3DPYUScXXB07QeMtA,@anjelikkaradschow1578,2023-03-18 10:55:13+00:00,nett beitrag thema neutralitat,1.0,Positive
1293,UCOtrQyKxL_uH2j9vAQbHa4w,@Hans2241,2023-03-18 10:55:51+00:00,neutralitat geschaft seit niemand angreif geograph nato geschutzt zahl dafur,0.0,Neutral
1292,UCpqnHfAyJpmTpPtCbqETHYg,@m.r.3414,2023-03-18 10:59:48+00:00,neutralitat hoch besond zeit braucht imm diplomat vermittl schweiz schon fenst gehang standig druck ausubt leid scheint land hinsicht ziemlich gespalt,0.7,Positive
1291,UCe9b6YZKZC13WRFi2xDtDrQ,@waldmensch2010,2023-03-18 11:01:57+00:00,geil gut alt nazi gold macht darub reportag,1.0,Positive
1290,UCGeZsGUdqBG97epWxSeznRA,@meinereiner4812,2023-03-18 11:03:08+00:00,schweiz neutral dadurch waffenliefer staat ukrain verhind unterstutz aktiv russland,1.0,Positive
1288,UC77Us-B8caDhKNM9dkUat9g,@flakzimmermann-qq3pm,2023-03-18 11:08:17+00:00,schweiz hart zeit verlass,0.7,Positive
1287,UCJMn_1z0uXxpKCevquR4ziQ,@umit722,2023-03-18 11:11:11+00:00,endlich vernunft land wirklich neutral neutral amb waff lief anschlag,1.0,Positive
1286,UCDl4-7OMVALcmRvRKPVApYw,@zentralratderschwaben6,2023-03-18 11:18:29+00:00,prozent burg mocht rundfunkgebuhr mehr bezahl laut insabrwarum kassiert weiterhin,0.0,Neutral
1285,UCoEnMLkBMpbZKcC28lUYwOg,@laaaliiiluuu,2023-03-18 11:19:50+00:00,pokerst verlierst geld wegbrpokert bank verliert geld,-0.7,Negative
1284,UCoEnMLkBMpbZKcC28lUYwOg,@laaaliiiluuu,2023-03-18 11:20:24+00:00,schweiz zahn bewaffnet neutral,0.0,Neutral
1283,UCoudIzSXJ09JPbQLnqDkW6Q,@TheGeorg1973,2023-03-18 11:22:17+00:00,schweiz verbrech abschaum,0.0,Neutral
1282,UCJadfB_dHKpcIPn9V5kNo_Q,@EdRonion,2023-03-18 11:23:38+00:00,naja paaanik sag,0.0,Neutral
1281,UCLzRy78phaUnXnwP1iAdPmA,@Der_Gewagte,2023-03-18 11:25:59+00:00,interessiert schon schweiz interessi,1.0,Positive
1280,UCMkUb5O-_kySA-M6AVh_6BQ,@schweizererhard8413,2023-03-18 11:26:38+00:00,alt waff vergleich armbrust pfeilbog waff war bess waff verkauf end womog muse,0.0,Neutral
1279,UCP9aq2ghRVGsd2QGUTt3eSg,@williamdrijver4141,2023-03-18 11:38:56+00:00,nev trust bank they always corrupt politician ord tak much risk they quotoversightquot jok only disciplin bank throw them jail least year tak away their bonus pension,0.0,Neutral
1278,UCs_HOtHbL7SAasD42YJ8l_A,@are_you_f_serious,2023-03-18 11:38:57+00:00,genau bank neutralitat popodreck gut geschmack passt zueinand,1.0,Positive
1277,UCSUzO273YRJOp859iu01lRw,@AB-qz4vb,2023-03-18 11:46:45+00:00,lach propaganda,0.0,Neutral
1276,UCPnp0djlYN8Q1OoWl84qa5g,@Naxt366,2023-03-18 11:47:25+00:00,korrekt inhumanitat schweiz halt,1.0,Positive
1275,UCFW7gU16q5tHHbkYaY5TYpg,@lasermouse8335,2023-03-18 11:53:39+00:00,lieb arteredaktionbrich schatz format quotmit off kartenquot sicht kurzformat komplex them ungeeignet anhand beispiel aufgezeigt einfach irgendwelch them land zusammengewurfelt jeweil eig sendung mindest minut erstell allein schon kris credit suiss ausgedehnt dokumentation ergeb kris weiger zusatzfinanzier saudi national bank verbind gebracht massiv unterkomplex schon fast irrefuhr brauch neutralitat schweiz der heutig interpretation ganz dissertation geschrieb thema wenig satz abzuhandeln meinung auftrag bildung gerecht brbitt investiert mehr zeit vollformat ergebt druck algorithmus moglich viel shortvideos,-0.042857142857142864,Negative
1274,UCry91pjIk9J1eMF2IYHL7TQ,@mauriceimhof6774,2023-03-18 11:53:48+00:00,schweiz ubrig neutral,0.0,Neutral
1273,UChRyO_SvRAItm7zDQNR6A7w,@ronnyschmidt7641,2023-03-18 11:59:41+00:00,geld allein macht glucklich eingefror kont russisch oligarch bring schweiz gluck,-0.7,Negative
1272,UC1bX_gKW-tNnctw2Bb2IJnw,@daemontargaryen9268,2023-03-18 12:00:19+00:00,land wirklich neutral schweiz versucht geht neutralitatsineress den nachbarn verbind schweiz bekannt mittelweg gruss schweiz,0.85,Positive
1271,UC5WbHk5B7KNiK2EETtKYZag,@traumerle369,2023-03-18 12:10:43+00:00,seh riesig verbrecherverein wirk gold papi hauf stroh gras laub geld verwandeln,0.0,Neutral
1270,UCXQ3H6HpRRel3AxLzz2W9gw,@bato-to7he,2023-03-18 12:29:09+00:00,niemand denkt sanktion zeig wirkungbr weg geldbrwi viel oligarch reich bess gesagt kriminell geld schweiz wissenbrw denkt schokolad uhr kas schweiz reich gemacht kopf gefallenbrdi wahrheit wahrheitbrkriminell kriminell volk ahnung denkt war gut hinterfrag nichtsbrplunder krieg gescheh schweiz gewasch wurd tot landsleut vergessenbrsteckt gold tot seel leb helf blutig gold,-0.2888888888888889,Negative
1269,UCKA-VG3A6puKW03FzRXjW6w,@my403,2023-03-18 12:30:30+00:00,kurzbericht wirklich inhalt nutz weiss aufmerksamkeitsspann gesellschaft irgendwi geschrumpft bitt zielgrupp,1.0,Positive
1268,UC0eNVQSDlCMuWWgj7wgjAPQ,@samuelkeller3035,2023-03-18 12:30:36+00:00,panik zurich gemerktbrim ubrig schweiz hauptstadt bundesstadt bern ledig sitz eidg administrationbrbrnur billig linkspopulist panikmacherei unwiss schweiz,1.0,Positive
1266,UCO4KH99ETK_qQRkwtptUiGw,@thilomanten8701,2023-03-18 12:48:04+00:00,neutral heisst schlussend allein gehenmuss,-0.7,Negative
3701,UCQ8vYDMzmcy16Muh43SkB_A,@ginnkoko7864,2023-03-18 12:49:07+00:00,deshalb spar bargeld bank bleib betrug,0.0,Neutral
1265,UCRBdLqAALO6-hGuI0_HROZw,@hannofranz7973,2023-03-18 12:54:42+00:00,schweiz international bekannt dafur scheinhel steht,0.7,Positive
1264,UCJnY1eApHavWex-DXjlRqMA,@MaZe741,2023-03-18 12:58:47+00:00,what hell does thumbnail quotpanic zurichquot hav with this video this horribly paced com clickbait credit suiss wasnt mentioned eith thumbnail,0.7,Positive
1263,UCxktAG8CnvAYuqKTcLjLhsQ,@juratomyuk426,2023-03-18 13:01:25+00:00,lach art vorsicht schweiz belachelt waff geliefert schadenfreud genau weg waffenliefer frankreich bad geht,0.0,Neutral
1262,UCXksM-i5f88jBbEnIqwWWoA,@Jambu96,2023-03-18 13:15:04+00:00,nazigold imm,0.0,Neutral
1261,UCzQ7KWvJsC0A4LjHwW13nwQ,@dubtube6691,2023-03-18 13:19:57+00:00,march neutralitat geld gern genomm anson verantwort ubernehm welt agi,0.0,Neutral
1260,UCEEOnNsTwPmoycHXeXLnq8w,@1975riggs,2023-03-18 13:43:21+00:00,schweizweil ganz welt geld gewasch,0.0,Neutral
1259,UCcxMqoS74y-WGKOdcqNsseg,@carpetcrawler79,2023-03-18 13:57:13+00:00,schweiz froh waff ukrain lief regier halt gesetz deutsch,1.0,Positive
1258,UCepdjWf4t0DMNTIgSED0Fqw,@tominickleimann3412,2023-03-18 14:02:28+00:00,href quotwolltequot brso schreibt geschicht,0.0,Neutral
1257,UCUpWKvRg4yGFk-NqIjIKl3Q,@harryhole5786,2023-03-18 14:03:01+00:00,falsch land bau endlich mau drum lass voll gull lauf imm herausred bloss helf steuerfluchtling nehm gern korrupt hauf uberhaupt kenn einfach strafzoll der produkt draufschlag freizug den sperr freizug quotgeniessenquot fall feig eck zuruckzieh quotich neutralquot schmett nein brauch gleich raus swift schliesslich europa wollt lieb diktor schmus apropos dikator gehort deutschschweiz nehm entlich soll abzieh irgendwo findet putin eck reich aufstell geldschrank nazigold drin geld stinkt schweiz fall stinkt ganz gewaltigbrdi schweiz ubrig imm neutral erst seit rund jahr verpiss hort davon lab wollt straffreiheit blatt uefa gesocks,-0.09999999999999998,Negative
1256,UCWe1yZu-TSrE2-Xmw1S2MTw,@StriKe_jk,2023-03-18 14:06:00+00:00,falsch thumbnail,-1.0,Negative
1255,UCvkBEa_K7Wn_kW-NuY-rZ_w,@daydreamCH76,2023-03-18 14:34:53+00:00,schweiz hauptstadt bern regierungssitz stadt bundesstadt,0.0,Neutral
1254,UCnlV86dD2Czgy6SBApl3Qfw,@dororo1068,2023-03-18 14:40:00+00:00,neutralitat neutralitat,0.0,Neutral
1253,UCjxN_jm8cNBTycxrXYK8DTQ,@ajuna-records,2023-03-18 15:14:03+00:00,bern hauptstadt schweiz,0.0,Neutral
1252,UCuoxQVaUfvFl1t9I_aO6ezA,@sven5666,2023-03-18 15:44:18+00:00,neutralitat vielleicht russland schweiz uberfall verhalt quotneutralquotbrbrdi land lang nas rumtanz lass,0.0,Neutral
1251,UCiJof4aonOTFPoUUo49GTlg,@AS-jm1uo,2023-03-18 15:53:49+00:00,saudisch bank schon viel anteil besitz mocht klein wichtig unterschied,0.35,Positive
1250,UCbNIcxqyrDSeIe3D7bhgPgA,@phso179,2023-03-18 16:18:41+00:00,gekauft schnappch,-0.7,Negative
1248,UCHlNRuCH_yVOv7USGQlOk2w,@Kalle2607,2023-03-18 16:34:04+00:00,schweiz hauptstadt bern regierungssitz,0.0,Neutral
1247,UC89daZRydDkNB52f39dKd3g,@MW-tt3fy,2023-03-18 16:38:58+00:00,credit suiss ubernomm viel eig kund verli daran and staatlich garanti verlust credit suiss warum vermog kund fremd risik einkauf,0.0,Neutral
1978,UC5ppybSfjPUNzihknX6-8pA,@nord3139,2023-03-18 16:45:27+00:00,ostlich land seit dazugelernt schon geschutzt imm dummw ausgerichtet weltwirtschaft bedeutet westwirtschaft deutsch well autsch,0.0,Neutral
1246,UCIGkwanEQlg-nyzAdsKH4nQ,@harczymarczy,2023-03-18 16:56:50+00:00,bank neutralitat geldversteck verbrech,0.0,Neutral
1245,UC4J8uTmniI3Jve9Ib82Vn3g,@Grinnser,2023-03-18 16:59:47+00:00,bildung brnun schweiz offiziell hauptstadt teufel steckt detail nirgend wurd vertrag festgehalt bern hauptstadt schweiz gesetz ledig erwahnt bundesversamml bern versammelt stadt bern amtssitz bundesrat departement bundeskanzlei bern tragt deshalb titel bundesstadt,0.0,Neutral
1244,UCrYSzpzTtAf5dy8qfj5IjoQ,@benno66691,2023-03-18 17:04:00+00:00,neutralitat schweiz damal europa macht bestimmt wurd schweiz erwahnt,0.0,Neutral
1243,UC5ppybSfjPUNzihknX6-8pA,@nord3139,2023-03-18 17:07:18+00:00,vorbei tshirt kostet penny kohl mehr,0.0,Neutral
1242,UCrpB2fDrgssvzpQqecsPc5Q,@maxvonriva,2023-03-18 17:07:50+00:00,schweiz osterreich scheiss neutralitat,-1.0,Negative
1241,UCuPOrPEI1waU46nZkh1bUMA,@fraktalfeder,2023-03-18 17:10:13+00:00,sinnvoll gewohnt art,1.0,Positive
1240,UC4J8uTmniI3Jve9Ib82Vn3g,@Grinnser,2023-03-18 17:25:09+00:00,off kart href britt selb pleit hatt genug kohl schrott zuruck kauf,0.7,Positive
1239,UCO0v9hcScAkPy5fpHGkM3Rw,@crackercracker,2023-03-18 17:50:14+00:00,bern hauptstadt,0.0,Neutral
1238,UCie_LU6c6GKxptozAzbJkVQ,@ThomasMuller-jb5lh,2023-03-18 18:02:44+00:00,bank end gerettet alternativ funktioni verdient creditsuiss rettung sich brwenn bedenkt wieviel dreckig geld bank liegt klar finanzsyst untergang geweiht sozial ungerecht,-0.2333333333333333,Negative
1237,UCQ_7idDkIEb94qUt-vPnzCA,@floki7001,2023-03-18 18:27:54+00:00,art,0.0,Neutral
1236,UC7UTHaTZATKKIoKyM43TXLw,@johnjacobastoriv.8943,2023-03-18 18:40:38+00:00,juckt blod geld bank investi,0.0,Neutral
1235,UCsADC2-zuopIj14Ne2RN2DA,@Lara-fe8vk,2023-03-18 18:43:55+00:00,bekannt putl geraubt gold schweiz aufbewahrt eventuell vertragswidr quotverschrottungquot erklar,0.7,Positive
1234,UCkdl2JyQwaezcyTOtQ_t23Q,@rainerragin-herihamo3541,2023-03-18 18:47:39+00:00,sorry arteetwas anzusprech umstand erklar schlicht einfachfur sonnstig qualitatpein einfach dargestellt punkt bring quotdi schweiz hauptstadt bundessitzquotihr konnt bess,0.7,Positive
1233,UCrWfyBb8gPl5wquNC0nngiw,@MH-pl3bq,2023-03-18 18:48:28+00:00,war schweiz anstell ukrain konnt neutralitat leist brnur schweiz liegt konnt raus nehm weit schon beschutzt staat einfach neutral,0.0,Neutral
1232,UCvjwHVua_9IuZNCjF_PXfEA,@janruddeck2779,2023-03-18 19:28:12+00:00,osterreich mitglied militarbundnis mitglied beistandsparagraph lissabon vertrag gebundenbrbrinsof osterreich aug mehr neutral mitglied militar gebund polit sowieso,0.0,Neutral
2565,UC_futm8lftXqr1yQAisieJg,@gennadijpauls2537,2023-03-18 19:39:27+00:00,cbdc war sup sachebr anonymbr decentralbr begrenztbrwird ganz schon unbedingt genutzt,0.0,Neutral
1230,UCbmwfAl3NamVicu-VqqSM-g,@privatier6817,2023-03-18 19:49:51+00:00,gewohnt einseit waff wurd vertrag verkauft deutschland ansicht vertrag brech muss schweiz dageg mocht vertrag einhalt,0.0,Neutral
1229,UCxRmiIH_IcqHAAQq2j5cS6A,@DD-og4qj,2023-03-18 20:51:18+00:00,serbi neutral,0.0,Neutral
1228,UCWgXY_Li9g0pOgoHaGrwTmA,@MegaCaspers,2023-03-18 21:09:01+00:00,schweiz neutral,0.0,Neutral
1227,UCoijvuhJd2tXDgBF52UzpnQ,@hobimchu1403,2023-03-18 21:12:09+00:00,war schweiz annektiert,0.0,Neutral
1226,UCucU7qLWeiKVbXkCrZ7ppKA,@antoniobanderas8172,2023-03-18 21:27:52+00:00,grosst volkswirtschaft gerad einwohn beachtlich,0.0,Neutral
1225,UCQ52BSXkGdPFWebRXc9rGAQ,@simeonlaplace6495,2023-03-18 21:46:49+00:00,schweiz rosinenpickerei perfektioniert erfund,0.0,Neutral
1224,UCFYz_LaOdHVBIC0Kte--ySQ,@adriankoppel6073,2023-03-18 22:31:31+00:00,neutralitat bedeutet ruckgrat,0.0,Neutral
1223,UCPL7arNvBxNlBGBfAi0vqdg,@NudelAug,2023-03-18 22:52:28+00:00,schweiz nenn neutralitat rest nennt gleichgult,0.0,Neutral
1222,UCXj6rgpcIz5-2FQcEouYBVA,@enricoweidmann8618,2023-03-18 23:15:59+00:00,soweit weiss stamm luftabwehrsystem jahr,0.0,Neutral
1221,UC9FVyhPARbUKqwwpc5-QUgg,@B.GH57,2023-03-18 23:21:51+00:00,dank viel information zweieinhalb minut kommentar perfekt,0.5,Positive
1220,UCxSzYqYWrNeSi7vnxcQrblA,@kogabriga7537,2023-03-18 23:23:35+00:00,schweiz einfach obszon mad speck leicht neutral mitt europa istdreck blut geld willkomm deck neutralitatdi verlog genoss profiti europa geht problem europas geh anwurd russ europa ubernehm russ gold bunk selb bank nazi gold,0.7,Positive
1770,UCjutFtn85hypwvySN835u1Q,@malte6727,2023-03-18 23:30:58+00:00,langjahr sag vorstand sagt train sich meist nach zeit bezog quotdi bank sicherquot,0.0,Neutral
1219,UCTs0SXQ6LC2-LXtCHbox1xw,@SaintsRow2201,2023-03-18 23:53:37+00:00,bern quotbundessitzquot quothauptstadtquot gtlt,0.0,Neutral
1218,UCB-vKd9VxZ2tXsY9VdvNtDQ,@dystopia9289,2023-03-18 23:55:13+00:00,schweiz neutral schurkenstaat geld bunk,0.0,Neutral
1217,UCDmJbjo3kvsnsUxkBYRhl9Q,@whizzler6303,2023-03-19 00:04:44+00:00,klickbait mass fehlinformation gefahr simplifizier eigent komplex them art kollaboration bild redakteur,0.0,Neutral
1216,UCCYPheKbylQ5AUsmQ66ED3w,@philippr.6677,2023-03-19 03:03:03+00:00,leid schweiz hauptstadt bundestadt,0.0,Neutral
1215,UCaPS5uWMxpd1hMloycYFFPg,@domi240295,2023-03-19 03:35:47+00:00,neutralitat sup habt ruckgrat krieg gutbrbr seit neutral feigling kriegszeit seit entscheid,0.0,Neutral
1214,UCUILxZK1Zqq2n2I1k7SkAlQ,@Eyyoh755,2023-03-19 05:55:19+00:00,frag schweiz bank ganz zahngold geblieb,0.0,Neutral
1213,UCaLmFLDoesrJzybSkrpUvgQ,@Markus-fr1yb,2023-03-19 06:17:43+00:00,schweiz neutral neutral halt vertrag unbring bitt wert,0.0,Neutral
1212,UCMQHuvSi6sOe-em7GuOuKlA,@lordofabanshee6791,2023-03-19 06:49:22+00:00,bern hauptstadt schweiz bern sitz verwalt,0.0,Neutral
1211,UCNsXPkuwHqM4P22-ZrwQNXQ,@albertoniez,2023-03-19 07:16:31+00:00,schweiz march quotneutralitatquot,0.0,Neutral
1210,UCJpyrCd1MuuPWF8ZZ576RzQ,@Mar_Tin,2023-03-19 07:24:30+00:00,beitrag nordstream story qualitat eindeut einseit horig,0.0,Neutral
1209,UCM7dl-3MiPG7nnoxhQIm5ZA,@thomasziegler561,2023-03-19 07:33:05+00:00,panik zurich polem paris,0.0,Neutral
1208,UCzHPXud6TdS5qTq_qQDA-Aw,@rasinvadim7762,2023-03-19 07:50:16+00:00,enttausch geht muntionslieferungenbrflugabwehrsyst entsorgt witz jahr,0.0,Neutral
1207,UCPDPnytzzOKotR9SUpGw0wA,@stbu92,2023-03-19 08:07:12+00:00,lieb art redaktionbrwas genau credit suiss ukrain krieg warum macht hetzjagd schweiz absolut versteh blod behaupt hatt bess kriegsgerat ukrain geliefert anstatt verschrott schau bess eig haustur frankreich habt eig problem statt schweiz schreib brihr solltet grund bod scham,0.85,Positive
1206,UC05kIOdYIvJ8tNGvZLC3YGA,@mian4188,2023-03-19 08:30:25+00:00,lieb kurz zusammenfass,1.0,Positive
1205,UC6SqZCEImrxanYve2ZHKvKQ,@qqui3583,2023-03-19 08:46:38+00:00,bewund schweiz direkt demokrati neutralitat gering inflation hoff einknickt meinungsmach internationalpolit zwang bankenkris schweiz offenkund manipulation russland saudiarabi blackrock art heut sprachrohr regier,-0.3333333333333333,Negative
1204,UCaq5brZhCO00WPLqBTyQU2Q,@MrFirderis,2023-03-19 09:34:13+00:00,vermut erst schreibt bern hauptstadt bundesstadt fragt geneigt les bitt unterschied eben typisch quotschweizerischquot bern regier eben hoheitsgewalt ansich typisch quotschweiz kompromissquot viel land bestimmt region eigent stark braucht irgendein platz eig regier bundesprasident prasident land schafft titel aussagt wenig bestimm hatbrbruns bundesstadt bundesprasident rein vorzeigeobjekt beid eigent sag mechanism eben schweiz sagt asterix obelix schon richtig quotdi spinn schweizerquot sorry weiss fleck eulandschaft,0.48,Positive
1203,UC84yayjQMzmnkWcbq5UM63g,@tcrown0111,2023-03-19 10:48:50+00:00,lieb schweiz find richtig neutral sich vermog bleib gefall genauso,1.0,Positive
1202,UCghXHAupwR2LZq3m_NKDIfQ,@MovieSpottingBerlin,2023-03-19 11:53:03+00:00,schweiz der bankensyst zurich steht eck bankfilial,0.0,Neutral
1201,UCCbxVBe3itryHtZbNi00KgQ,@danieltheraulaz,2023-03-19 13:11:34+00:00,euburg solltet bedenk bank teil neutralitat bewahrt gesichertbrgenauso euro form sehrwahrschein schweizerbank der stutzungskauf marod syst mehr geb,0.0,Neutral
1200,UCNA2ODyGu8q045SpZBtBwfA,@pietromueller3535,2023-03-19 13:12:34+00:00,zwei minut etwa vier komplex them reingewurstelt schweiz unterschwell potentiell schurkenstaat darzustell einzig loblich hinweis alt neutralitat zeit wienerkongressesbrmit berichterstatt liess europa staat ahnlich schlimm weis darstell stichwort aufwart mussbrbrart geopolit them geht brdie fruh alt sendung quotmit off kartenquot fachlich kundig moderator glaub verstorb klass,0.0,Neutral
3700,UCiooVT-XqtSLw9PoIXRHirA,@michaelpfitzner162,2023-03-19 13:43:59+00:00,geht onlin bank gibt aktuell dreimonat zinsanpass garantiert kapitaleinlag geld jederzeit verfugbar bayer traditionsunternehm,0.7,Positive
2564,UCkoLC_LbLQfKEya8DtMJ0Yw,@susanpritchard,2023-03-19 15:05:03+00:00,ltdas klug derzeit jemand vorstell verschied einnahmequell investi regier abhang insbesond angesicht aktuell wirtschaftskris ganz welt imm gut zeitpunkt gold silb digital wahrung investi,1.0,Positive
1199,UCeu_rQq77VAjcf8kRihXjTQ,@SH-em5bo,2023-03-19 15:33:45+00:00,schweiz nimm anspruch moglich unpartei agendapfeif tanz bekomm reflexart bashing,0.0,Neutral
1197,UCF1Qv7n5kg53mdUvwlUYB6g,@haskalah,2023-03-19 15:45:13+00:00,fahn hinterh marschiert prang gestellt,0.0,Neutral
