,commenterID,UserName,Date,Text,Sentiment,Polarity
1194,UCMzqULg1kMa73xOxYyLsU6Q,@massimosimoncini3682,2021-03-16 02:20:17+00:00,bell lezioneh anni vien vogl torn scuol,negative,-1
1193,UCVh4ZERFSpSNw0IbX6sWmSQ,@irish_coffee,2021-03-16 02:36:30+00:00,fid conosc anni,positive,1
1192,UCoAKoepBinM8IKrblBtqHKA,@ceciliamendoza9190,2021-03-16 05:03:32+00:00,tagl vide min href quand mostr esemp gest azi quand prezz cad stagnazion secol,positive,1
1191,UCPgxazJUUt7XUCc0xSLdNFw,@diegopizzorno1944,2021-03-16 05:22:11+00:00,banal pizzic dingles provincialott guast tratt luc quotleggetel iork taimsquot sembr film sorrentin dic,positive,1
1190,UClmqCH7QacXrRISp5QNcH3Q,@renatocappellani,2021-03-16 06:04:23+00:00,not decenn esist tecnic educ addestr oper unit cinofil militaribrper analog argoment egreg tratt potrebber esser assimil italian par tecnichebrs can prem bocconcin ogni buon esit eserciz esso addestr facil stess val elef tigr delfinibrs nutr giornal chil bocconcin senz eserciz svolg essi comport esatt italian durs brnegl anni molt educ oggi stess produrr programm molt qual trasmess direttabrmoral affatt ver programm scientif qualit veng seguitibrnon segu sol attir programm spazzatur,positive,1
1189,UCfwHroTianQKVqInzwxdQ_A,@theartorias2120,2021-03-16 20:39:05+00:00,largoment affascin pens prof sdog rend ancor interess dub largoment poss affascin tant raccont propr termin quotspiegatoquot perc sent raccont altro docent cap,positive,1
1188,UCofZrDUZWRir9kp4nHUjWdg,@DragoonDark97,2021-03-17 01:45:13+00:00,href qualcun part banal prend fett ner magar qualc dettagl,negative,-1
1187,UCTjANvQzVa3e5iCANQq7jMg,@lucapuzzoli8363,2021-03-18 08:35:09+00:00,stagnazion secol eccom quabrl federal reserv appen conferm laquist bonds assets fin messag chiar distrugg dollar introdurr nuov sistem monetar,negative,-1
1186,UCsqDvO5xI1wFV0TEV0N9JdA,@ab_d8579,2021-03-18 12:25:53+00:00,qualcun dat dellital,negative,-1
1185,UCuU3517ZlulzbA_6lCQXLKg,@vincenzocretella8998,2021-03-18 16:41:56+00:00,interess sap analis potr far sconvolg gener pandemiapens scenar sconvolg complet ogni analis finanziar domand cris funzional super boll specul gener merc deriv scenar prodott guerr mondial scaten ment sopraffin,negative,-1
1183,UCf6OUyr0eXEEI_WKfjWUWuQ,@mattiamarsano3144,2021-03-18 19:48:55+00:00,second anno lezion,positive,1
1182,UC409yRVTaNwPYCUCJhW5Xxw,@fabiobarbati6029,2021-03-19 22:17:35+00:00,incred men anni sensazion ascolt discors antic chi lettur utilizz legg mond chi econom novecent anni novecent mond camb vuol camb cestin propr categor iniz scriv post quand ascolt fras quotteor consum lunic valor cosequot cos rest teor consum neller algoritm cookies della applic marketing capital sorvegl,positive,1
1181,UCA9SptYXOCE-R8xJwwUYtMw,@TheDanyy70,2021-03-20 03:22:53+00:00,docent esporr insegn docent cos potre laur finanz anchi molt brav,positive,1
1180,UCoxbQbCyIVRUl5wJPZgBn8g,@tekkaboy9990,2021-03-20 07:50:43+00:00,lamborghin ferrar ultim anni fatt record vend,positive,1
1179,UCxzb2jtubTuT9NF2GAl9rIA,@TheZx80,2021-03-20 22:22:16+00:00,oggi volt pegg,negative,-1
1178,UCxrj_4B2shIyrtLku03Hfog,@christian1975sassari,2021-03-21 02:04:22+00:00,fat quest uom ministr,positive,1
1177,UCuClTRZ4UUeKxtNvvZs8l4Q,@marco.c93,2021-03-21 05:49:31+00:00,leconom scienz esatt quind dic legg opinion,positive,1
1175,UCdWR0MYGOPVvolxPqcihCFA,@matteocrisantemi6393,2021-03-21 21:29:47+00:00,compl davver tant rob,positive,1
1174,UCHAYdKl5GAuqnMs8b4xroKw,@valtermanzoni1416,2021-03-22 08:06:37+00:00,videolezion spieg conferm marc mond bancar gent giacc cravatt arricc spall gent call man lasc abbindol parlantin direttor ipocr,positive,1
1173,UCpYKr97759vagrgM9EVAkBA,@karmad3269,2021-03-22 18:21:23+00:00,grand lezioneil don chiarezz compett piacevolissim ascolt,positive,1
3615,UCWqWlGvmgGdTpN04leRYWLA,@carlomensa5160,2021-03-22 21:35:00+00:00,quand chieser segretar tesor arriv punt rispos tropp sold senz controll,negative,-1
1172,UCbSJvvyvOKSzZiNQJZ-UVcQ,@provaprova3230,2021-03-23 07:04:01+00:00,lezion vit molt interess riman stess domand pong anni nonn volt insegn vest buc bisogn mett topp ritorn funzional bell vest sicur riman scopert soffr fredd domand brse grand banc dinvest credibil merc bancar frutt cosiddett sold precis situazion interven banc central stamp monet rimbors investitor mett par evit cris finanziar quind stat nemmen possibil aver topp nonn dov uscir senz vest fredd conclusion cris vol,negative,-1
1171,UCO7Nrftsl4d3ddfwo6Dj4mQ,@davidedipatria1787,2021-03-23 16:39:13+00:00,professor straordinar,positive,1
1170,UCzfq85CApQeeYeeVozGg_zA,@JN-vy5bv,2021-03-23 18:09:09+00:00,incominc cris peggior,negative,-1
1169,UCqg61V-s3wM2_-kRp7aNrHA,@mariatrimarchi4547,2021-03-23 18:40:58+00:00,piac ascolt spieg soggett difficil manier magistral poss cap,positive,1
1168,UCDSspR5qSZYisOxgN-KEHkw,@JackSparrow-gz9rc,2021-03-24 17:57:15+00:00,parol pov esist cresc nazion bas profitt var stat continu sped titol tesor banc cre sold null potr ripag deb nazion propr cresc quel denar esist cos aument linflazion prezz salg stell schiavitù aument laument diminu paes altro illusion cre societ cred popol liber continu lavor cre sempr realt altro alzar schiavitù rovin bellissim mond don stud econom mostr scienz realt soltant intrens vien nascost verit,negative,-1
1167,UCJUNnZhfVIlBYBHHhy7EjXA,@giovanniarriciati,2021-03-24 17:59:56+00:00,vide senz contrib ciscobrmannagg ahahah,positive,1
1166,UCXaYEZez2XovT0yCXQB2HhA,@fridatootoo4878,2021-03-25 06:27:19+00:00,graz professor insegn cos,positive,1
3614,UCJ-6B6DH_Z2vHgMv-aC53Wg,@zar70,2021-03-25 19:40:37+00:00,tant pag italian,positive,1
1165,UCWIhftsUdcqDpQT9hDeeqiQ,@v.valdiofficial7035,2021-03-26 01:57:16+00:00,professor graz anni cerc spiegazion esaust cris subprim illumin,positive,1
1164,UCnu9RKdaw2n6Cmh_pKq5TjA,@dannous,2021-03-26 15:03:59+00:00,aul pecc men mal registr lezion,negative,-1
1163,UCGQrk7BGy_0PyTqcINGhDMQ,@lupo_strafatto,2021-03-26 20:36:17+00:00,stat caric dibatt april giorgin sdog,positive,1
1161,UCg3aUae--OBShmPqYjEjkeg,@davideacerbi7998,2021-03-27 18:28:52+00:00,compl lezion importantissim cos nessun spieg scuol volt nemmen allunivers,positive,1
1160,UCwgM8mayD-rpMro48vnfxtA,@cortomobilecinetv5087,2021-03-27 18:34:21+00:00,salv professor sdog spieg megl dietr quotgovern maiuscolaquot molt inquiet afferm,negative,-1
1159,UCaEeY24UoLphI9D36Fde6YA,@davidaulicino7305,2021-03-28 02:34:02+00:00,fantast lezion fantast professor apert sbagl vide quas nott riesc chiud compl,negative,-1
1158,UC3R_0xpTwsjBL4x5s99IJyQ,@mariobalotelli5597,2021-03-28 08:23:24+00:00,compl prof,positive,1
1157,UCRtyd1HB4HeaAv25SUING4A,@anahimartinengo8619,2021-03-28 16:02:59+00:00,allor tor fidabil,positive,1
1156,UCwPjejr9er-IqPr68pP2-kQ,@Pasquale.Petrone,2021-03-28 20:30:46+00:00,professor chiar anzi chiarissim adess scopert mer ascoltarlacompl vot ministr finanz oppur president consigl,positive,1
1155,UC9WN8hN8NlG5Y6bI0ZMJKkg,@lauraluce1534,2021-03-29 07:05:36+00:00,dat prov continu manipol merc attiv lavorol manipol trem vist ultim anno lital fatic mor cos chiusur forz regol assurd mancanz libertàeconom stagnant fin,negative,-1
269,UCu4o2h7vFEsIZ5groMokCHA,@ilprofessore5457,2021-03-30 13:05:51+00:00,serv sol inform pian complet,positive,1
1154,UCACnWgHqSjGi0ziZCJl__Ng,@andreabarcucci6020,2021-03-31 13:03:25+00:00,freg sal sopr dev interess beness intern lord,positive,1
1153,UCACnWgHqSjGi0ziZCJl__Ng,@andreabarcucci6020,2021-03-31 13:05:39+00:00,chiss camb ide dop covid green deal,positive,1
1152,UCI9qRxDWsJCoRZejezU80_A,@legolas4192,2021-03-31 20:48:57+00:00,href stat guard bestemm hahahhah,positive,1
1150,UCn3pW-kyhQyNEAjqGZVEIEw,@csanacs_,2021-04-01 01:10:57+00:00,chiss cos pens adess,negative,-1
1149,UCeMrmM9Fy6H3IjK95z_As6w,@danilovilla6626,2021-04-02 05:45:48+00:00,distanz anni interven variabil imprev pandem guard lezion universitar rest sempr affascin passion chiarezz comun professor sdog ragazz docent molt fortun,positive,1
1148,UC-MMGzFob5OtS-5VfIAp8ww,@aravon-nicolabettetini4440,2021-04-02 14:35:15+00:00,errat dir cris attual nasc perc paes europe iniz lentr livell global cin mond econom riusc rallent mur cris ser azion azi disposizion errat gener precedent abitu gest limpres condizion econom crescent infatt aument fattur prodott target divers anno anno domand corrett perc cresc esatt quotfamigliequot esatt azi rimpiazz forz lavor daltrond giovan cit quotf schif lavorarequot conferm dic docent,negative,-1
1147,UCpI5OXGv17ifgHE0-iZTJtQ,@marcogiorda3278,2021-04-02 22:21:52+00:00,ascolt chapeau,positive,1
1146,UCV2RiaeEy30HFT6-WbBg87g,@marioenriqueruiz5402,2021-04-03 01:22:21+00:00,dev spieg ben pover,negative,-1
1145,UClhhgkOO5b6yOch5ZHmvtYQ,@Mario-zv2lo,2021-04-03 05:28:34+00:00,rend cont ignor gir compres aspett finanziar quind pag pagh cos bancar intrig bancar econom virtual fittiz complic porc polit cris dov econom real,negative,-1
1144,UCy8w8yipvobopxUnK-hoQZQ,@marcorobba6222,2021-04-03 23:03:20+00:00,luom,negative,-1
1143,UCUTps3AwLsuajCy8QUUFJ2g,@pleiadiblu2365,2021-04-04 01:49:11+00:00,risult que milion veng prest ogni giorn sol giorn overnight cos prof dog menzion avant mod lateralebrbrinoltr sempr garanz cont corrent copert stamp cart monet daltr part fond fond interbancar tutel depos limit quind fall banc vattelapesc sott fors corrent veg rimbors invec falliss gross banc nazional dub possibilebrbrbell lezion comunqu stil molt concret bravissim ten viv lattenzion,positive,1
1142,UCGmC1lL8eGBTspBeTK-H2MQ,@fre3domind,2021-04-04 09:34:09+00:00,stamp miliard obam immett merc dat dat dat leconom giostr ripart voil,positive,1
1141,UCzLKaoSc2zhYBgNQ6A5v6-g,@dinonavarrini8311,2021-04-05 08:11:54+00:00,fantast lezion student rap cerc chiud perfett ragion lucid pensier purtropp schiud port grand ingann lessenz minacc lammon sem temp banking fiduc usat lev posit negat concett profond sol grand prof student,negative,-1
1140,UCVs5DojVxjZfStK4oIvXnpA,@domenicocannizzaro4902,2021-04-05 10:36:04+00:00,aggett defin bravur prof riusc cap compett specif meccan polit econom mot cris,positive,1
1139,UC5heYMzcaJBaaFjpFlmnuMw,@apneanotturna2275,2021-04-05 23:06:54+00:00,signor professor present cris,positive,1
1138,UCHPVn-Amo4U7k7Lunb7Vq8Q,@isaia1982,2021-04-06 09:12:25+00:00,grand lezion vorre sap que quotnon piacequot cos pens,negative,-1
1137,UC9uRHJNwHCbBDKxv6T_0jrw,@francore2279,2021-04-06 16:45:24+00:00,professor parl decresc felic bestemm,negative,-1
1136,UCVb3r4PVjx7VnK160MZmIxQ,@mikayla1172,2021-04-06 16:56:07+00:00,molt chiar interess lezion,positive,1
268,UCbBaKBEm84V4ZKJ-rw9r0IQ,@fra.liuzzo,2021-04-06 17:11:48+00:00,piccol cont tonnell xgbrquotazion april anni dop serviz poc gbrvalor total caveau miliardibrin anni valor sal,negative,-1
1135,UC47KeQTnz_7ESS1-YCf0hXg,@s.m.7721,2021-04-07 06:59:26+00:00,adess rispost merkel ment distrugg piccol impres italian compr lital lir,negative,-1
1134,UCzEaiuwXYPV0UtIR1a2DLBQ,@marinmuca1270,2021-04-07 08:14:39+00:00,daccord tuttobrl domand seguent brchi permess questobrpur sap fin stor,positive,1
4178,UC_KCwPCzPw0WN0erD6tb90w,@francescodurante5366,2021-04-07 09:51:44+00:00,ottim videoben spieg,positive,1
1133,UCgCQqscGp_jemOW38fSfuuQ,@kishannaconandoyle1907,2021-04-07 11:00:50+00:00,segu grand interess piac ved lezion punt situazion anni distanzabrps ministr dovrebber esser tecnic professor,positive,1
267,UCSbBGDTELpJTScs4UnruccA,@vincenzoesposito9483,2021-04-07 15:02:35+00:00,vol far traditor mont vol vend dellor maledett sempr,negative,-1
1132,UCmkyMKYRsHEII6AM_pYCCEQ,@michelediceglie2052,2021-04-07 17:46:22+00:00,camb canal port sfig,negative,-1
1131,UCOLBEtz0DPphsaz7hISG7gw,@mauriziocosta3858,2021-04-07 19:45:39+00:00,guard tutt cos spannel cris present fatt vogl cresc nessun diminu pianet terr sempr stess diametr cresc cert relazion bisogn risors limit sfrutt regim cop inquin relazion proporzional trasform energetichemoral favol miliard men person terr situazion camb divers cred propr pssa quand dev spart ered ognun arriv diec fratell ognun spett,negative,-1
1130,UCEDutX7cLaaJmVpIFs3ePyQ,@lorenzocor5715,2021-04-07 23:39:55+00:00,graz ancor professor splendid esaust lezion distanz anni sempr piac poter segu lezion politecn domand propr cos necessar dar import cresc continu cominc pors domand quotqualitàquot cresc magar fatt sol numer cart domand quotcomequot cresc direzion cammin,positive,1
1129,UCOLBEtz0DPphsaz7hISG7gw,@mauriziocosta3858,2021-04-08 04:05:53+00:00,altro terr terr perc quotnon intendoquot camb banc guard mil anda monter trov gent andat trentin dop second guerr mondial cos raccont rest test altre cer campagn attorn cas adess sal palazz pian stess zon orizzont ved altro cas cas cas palazz temp cer confin mil monz altre cittadin post polit ancor fatt colleg spaz verd agglomer altro esserc ripres tant cos restin stagnant vogl far cas sopr cas esistent traffic pazz cim cert ambit esist component spiritual compr incoragg affluss altra gent continent extra cont ved andar econom cert luog secondar neppur fattor parl corruzion internazional ved duba tant dir aforism punt vist spiritual eccom effett econom pratic mond egoist corrott bast desider esser tal ben paradossal diminu ambit condivisione ben aument rich discors immaterial decis chiam fed ben possibil aument dipend principal abil principal don mal verit inser mater mod mett piatt ben material terr serv nient riguard speranz dop mort uom soprattutt veng usat gent accumul ottic egoist,positive,1
1128,UC2tiAEhAGEvY-zawSSahrQw,@ste_pitta,2021-04-09 00:22:31+00:00,magar aver professor cos,positive,1
1127,UCiTPZA_9vCRTEsu5UdabqqQ,@cookwhitme6260,2021-04-09 04:53:30+00:00,riguard oggi applaus allor,positive,1
1126,UCicz4YgrzDifJ_9ocaU42PA,@kandydust7528,2021-04-09 07:07:59+00:00,val val promemor,positive,1
1125,UCN5CUf_DJgOI7oz4HUaL3zw,@chiarabonato7554,2021-04-09 15:48:52+00:00,pens potess andar mal ben andat pegg,negative,-1
1124,UCdDfhnOpgn272mO_rVGWIqg,@annat.766,2021-04-09 17:39:56+00:00,avern docent cos fortun ragazz,positive,1
1123,UCyYOB7eFLTYCw0pExmZ_qZQ,@alessandrotartabini1778,2021-04-09 21:19:56+00:00,professor cos andav scuol domen,negative,-1
1122,UC2SSzQyp9Dr-QhuVZooTahg,@Streptospondylus,2021-04-11 02:28:59+00:00,href banc soldiquot,positive,1
1121,UChUlXEhIrTPeN99wP6yKHWA,@marcomalpassi7655,2021-04-12 14:35:14+00:00,vide dovrebb esser vist pien covid que cialtron sper torn vit prim capital econom global frutt prim covid dar colp graz,negative,-1
1120,UCN3gOt1DtFLT6j96iZFtGaw,@antonio139gagliardi7,2021-04-12 16:05:10+00:00,professor spieg grand banchier cin compr tutt ital divent cittadin altri padron cines compr tutt italiagraz polit govern cap dittatur sanitar divor econom,negative,-1
1119,UCUrSfv-fhO0qJVr-I5SeiYA,@Mr2dl,2021-04-12 19:59:30+00:00,href quotnon dic cos succed notai giovan ment giovan megl inquinarlequot brbruc lalcol fer casp fatt rid,negative,-1
1118,UCOkQAw15c95O-lljN6OfszA,@asddloll6709,2021-04-13 15:20:43+00:00,graz professor,positive,1
1117,UCkRI8sfqMhLJqy9PJC-znkw,@giuseppinedecicco9565,2021-04-13 18:01:42+00:00,graz aver fatt cap mer lezion nonn giovan,negative,-1
1116,UCTjANvQzVa3e5iCANQq7jMg,@lucapuzzoli8363,2021-04-14 07:03:39+00:00,banc central vogl cre deb terrann leconom chius possibil regin ministr president dittator cont banc controll sistem vogl gonf boll impossibl scioglier dollar altre mon segu sent parl monet digitalebrnon nessun ripres andand picc lamer prim rest mond nient succed sbagl bril nuov ordin mondial vuol pens indipendent dov aver ben fuor sistemabror argeng crypto brla gent verr spazz mosc quand castell cart cadrabrq ferm mostr dension pazzesc balanc sheet sal brnon ritorn preparatevibrgraz professor,negative,-1
1115,UCLaQkKGuczgkxZBrhw_5vjg,@akenzo,2021-04-15 17:27:13+00:00,lezion dovrebb esser trasmess prim ser ret unific,negative,-1
1114,UCTzu5_2hxYqdWP-upNUtReg,@angeldanton4620,2021-04-17 00:24:05+00:00,prof grand,positive,1
265,UCeOQatxPbVjuD7ciab5uMrQ,@lambertobaccioni,2021-04-18 12:47:36+00:00,dic italian banc dital propriet stat ital banc proprietar volt propriet italian,positive,1
1113,UCXhmnSfBKcC-UGZUcWhfzmA,@daz_fan_art4539,2021-04-21 12:45:31+00:00,youtub manipol propon ripropon cresc visualizz sol vide sping ideolog vuol inculc,negative,-1
1112,UC_sHIV_0qf_LNTAyK-qML4g,@miglianautica6016,2021-04-22 01:31:04+00:00,professor rapper stim,positive,1
264,UCmaQDR_KANKqNeri95nIqnQ,@panteranera4949,2021-04-22 14:46:14+00:00,sembr ved film,positive,1
1111,UCtwrgBlnA5xpg7wh6BkTXow,@claudiaburrone7013,2021-04-23 18:37:39+00:00,mit,negative,-1
1110,UC3pEqfVEAJSpkfXkwAX8b9A,@leonardo718,2021-04-23 23:23:20+00:00,giappon ital cas figl ovvi german fapoc figl tant far entrar milion sirian ringiovan popol german domand vann insiem cris econom poch figl,negative,-1
1109,UCkCwIiAATYk3YSmI82iArwg,@sg8700,2021-04-24 12:53:47+00:00,superl sempr,positive,1
1108,UCRq51-WrNhAPL5Jpw6Kd5zw,@danielabissolo4944,2021-04-25 11:47:15+00:00,lezion stud magistral graz professor,positive,1
1107,UCqKg-J6wDtLIwX2ny_95bUQ,@ngulassoreta8621,2021-04-25 12:40:31+00:00,veloc perfett,positive,1
1106,UCl218-sQl3nCUKNVKA5utTg,@GabrieleCripezzi,2021-04-25 23:21:14+00:00,mot nessun risolv problem gent continu forn dat riguard mond mass dat riguard mond prosper èlit pover giovan,negative,-1
1105,UCJNogcgBOw_r8I3PxGs7UmA,@johnnypratz5540,2021-04-26 01:04:27+00:00,camic pot stir prim mett rest grand lezion,positive,1
1104,UCEyz7YBhZvYv703mI_Uv69g,@giangianni503,2021-04-27 23:06:07+00:00,guard luc fond tunnel tren davver,positive,1
1103,UC_-jLpq5UC3CsFP--wTErlQ,@angelo5573f,2021-04-28 12:06:17+00:00,compl professor lezion interessantissim,positive,1
1102,UC_8FYI6VnIHXv_2DDJ4hexw,@88Matthews,2021-04-28 20:11:45+00:00,soluzion sistem piacc,positive,1
1101,UC5t2V-5wlAYhNCrUchbZcMA,@natalebaronci,2021-04-30 21:39:43+00:00,bravissim professor spieg illumin ment ferm sol beness quotid,positive,1
1100,UCsUZU7-gt1FQQKeyliTqP7g,@MrDidimochierico,2021-05-03 05:43:27+00:00,ottim lezion precis tass raddoppo compost quind cresc annu raddopp anni anni,positive,1
4177,UCkYxXgIjdcCROs8pQB6Njnw,@alfioberna9319,2021-05-03 16:07:54+00:00,buongiorn vorre aprir cont corrent tinab preoccup tant recension corrent qual tinab chius unilateral cont person dir acced sold sap qualcos risult graz piac chiar aspett,positive,1
1099,UC2rqHEAgSG8IXfEJB1WIBKw,@Kaisersoze2006,2021-05-04 23:15:13+00:00,vecchiett bancomat mezz kil zucchin tossic bisogn contantesempl dur giust efficac,negative,-1
263,UCyyXC5MW6AVCgczrSR8Z4dg,@lorenzoantonellini7580,2021-05-09 15:56:37+00:00,famigl banc dital,positive,1
1098,UCZ1IXnbfMg0ESBMnFmxy6eQ,@chammysammy2513,2021-05-09 22:05:32+00:00,bibb dicebrbrqu signor benedett promess prest molt nazion chied null prestitobrdomin molt nazion esse dominerannobrbrdett scritt circ anni,negative,-1
1097,UCEgQM2ccGBElORusXf-pINQ,@markdove5930,2021-05-11 02:17:57+00:00,cris invent,positive,1
1096,UCdDlwLGz99jnlEdekP3sjdw,@claudiodeluca9703,2021-05-11 23:46:18+00:00,professor comand mond,positive,1
1095,UCvpENfV83uTQyXHaJPX5GYg,@danilofarina4668,2021-05-12 05:24:12+00:00,brav prof,negative,-1
1094,UCpbSstFp8LGfvzXCmDj6zOw,@fabrjan,2021-05-12 07:57:49+00:00,torn indietr temp segu,negative,-1
1093,UCmUFKp4Pw2JcSSIm_M9S0Uw,@GLexpress,2021-05-13 00:57:26+00:00,ottim intuizion ancor dop anni pegg prim,positive,1
1092,UCJ_syhwW9-OKt17Vtysy9vg,@ele.666,2021-05-15 21:28:02+00:00,perfett comprens ragazz superior dir compl,positive,1
1091,UCaGcCeHJMWSChtQiSXg-0Ag,@mv1692,2021-05-16 07:29:32+00:00,riguardamd second volt filabrmeravigl miglior lettur vistolettobrd ved tutt scuol,positive,1
1090,UC4qBVFXw78-SaPfZh_iNiWw,@CVIII.,2021-05-17 07:27:24+00:00,compl spiegazion,positive,1
1089,UCUw-UKzQrPGCy8AbmYVi0Yg,@jacopo7417,2021-05-19 21:01:48+00:00,quotgrand depressionequot quotgrand recessionequot quotgrand resetquot brdomandiamoc prossim quotgrandequot,negative,-1
4176,UCfUGXTeYN_NUgTmdnLd7m2Q,@umbertoaurora7048,2021-05-21 11:01:29+00:00,stat rinv giudiz lugl assiem ces geronz nellamb crac parmalat vic dellacquist dellaz ciappazz propriet giusepp ciarrap part calist tanz novembr tribunal parm condann anni mes crac parmalat giugn entra capital social banza edit laltr giornalett liquid dat giugn cort dassis dappell bologn conferm condann prim grad anni mes stat present inoltr cort dappell ancon istanz revision processual bas nuov prov dop pronunc cort cassazion rinv atti cort costituzional dicembr dichiar illegittim dur fiss pen accessor lugl condann vien conferm definit cort cassazion dispon rinv appell pen accessor anni inabilit dalleserciz impres interdizion pubblic uffic potenzial benefic legg sullindult lassenz consegut rilev lattiv professional matte arpe,negative,-1
1088,UCCuoQ-5aMRvz6lI7FS4-NWg,@mirellatassin3130,2021-05-22 08:55:29+00:00,ver fantast,positive,1
1087,UCB7sfLGXFpKggmB5fyqn2Sg,@giovanninegrini8557,2021-05-22 17:11:24+00:00,molt chiar affascin parol dov controll fatt,positive,1
3613,UCUgicgmyQtFk_yaYjytt4Uw,@giuliamasotti4235,2021-05-23 05:38:47+00:00,sper succed sol merd,negative,-1
1086,UComgUV1iuRyi-sONJg7dDgg,@MrRents81,2021-05-26 13:40:14+00:00,consigl ved film quotl grand scommessaquot quotmargin callquot dop aver vist lezion,positive,1
262,UCf0VdGXMGl-UfkWZ5ToEM_g,@spookymulder8462,2021-06-02 10:25:38+00:00,spar second guerr mondial fin partinfam oggi,positive,1
1085,UClXPyyrWT9sqjtQ8YAyQmLg,@tedipersonicgraaf1293,2021-06-05 06:08:27+00:00,quind stagnazion recession,negative,-1
1084,UCQBmFEQjBzV9vGbNJYKj_4Q,@maxastuto,2021-06-06 01:47:39+00:00,ecco perc spunt coronavirus tant intrig litig bruc,negative,-1
1083,UCwnb2Dpyl53hE0pjjHt2dtA,@angeloraffaelegiannini3225,2021-06-06 06:16:07+00:00,spiral deflatt colp lital fas preparator lingress eurobrbrl ragion lital moment dellingress nelleur entrat part quotsistem usuraioquot estratt ricchezz nazional poder tagl fatt quotspes pubblicaquot crescent costant quotavanz primariquot tagl fatt particol accan confront sanit scuol welf parl quotinfrastrutturequot continu costant decad bast aver percors recent ladriat principal arter colleg stival nord rend cont rimast strad cinquantann tal mentr frattemp rest mond andat avant brwelcom feudalesim,negative,-1
1082,UC7cmfKI7oD7ZRadBQcsEhTw,@valterfasani3947,2021-06-07 10:52:26+00:00,cortes pot farm sap cos serv conosc quotveritàquot gregg determin alcun camb divers,positive,1
1081,UCwnb2Dpyl53hE0pjjHt2dtA,@angeloraffaelegiannini3225,2021-06-07 12:44:52+00:00,stat asserv multinazional pag tass oppur vogl pag sol mentr piccol micr impres ital pag rappresent cifr asserv vergogn class polit multinazional accompagn polit paes oltre ventann pes misur debol fort fort debol giustiz cert ladr gallin massim impun oligarc finanziar sovranazional brle norm costituzional preved stat strument cittadin multinazional inversion percettor interess gallinell uov dor banc daffar specul senz scrupol,negative,-1
1080,UCxirK5JddhejnI7WbOuaFKw,@gabrielegherardi2810,2021-06-15 22:33:26+00:00,rabb pens veng insegn tutt narrazion keynes comun fals tristezz,negative,-1
1079,UCCKzoxqD4zFoMh0dm_7vK9w,@inrealtasonounsamurai1304,2021-06-16 00:13:54+00:00,algoritm,negative,-1
1078,UCnyH7d0Ukw4I-EUNes6cTAQ,@salvatoreiodice1885,2021-06-18 18:52:50+00:00,ecco anno butt,positive,1
4175,UCqYW0ghN3RDjHv901Yetcyw,@giuseppesicari6009,2021-06-23 20:26:44+00:00,mazz famos parl fondator tinab,positive,1
1077,UCJGWIYV00TodfRZwZfUl6xA,@giacomo9234,2021-06-23 22:29:32+00:00,dic parol comun alquant spropos,positive,1
1076,UCpnI8qquVwxqQYcSosOViNw,@lidiamihai6247,2021-06-27 09:14:09+00:00,brav docent piac ascolt,positive,1
1075,UCr8s8kDTQGkURbmx9XbJUnw,@yallowrosa,2021-06-27 20:03:37+00:00,gent cer sempr quotcris economicaquot girobrper arriv covid mostr davver cos cris,positive,1
1074,UC7K522aWmq8LagrtlsT-D0g,@puduart2176,2021-06-28 14:14:19+00:00,ascolt,negative,-1
1073,UCd4Djxeioa2hlbKGoWM7Q5g,@stefanobattistino2441,2021-06-30 20:56:15+00:00,origin eurobrpolit adott mang risp cet med tass lavor,negative,-1
4174,UC9naLFEq6VNRvaPwVo6G0tQ,@MegaDouble88,2021-07-03 11:13:50+00:00,href propr curios ved ammont cont,positive,1
1072,UCOHtwNXKqQe0e_m2QyycWKw,@juanjesuscamarenatueros5442,2021-07-07 05:20:50+00:00,alguien hisp aquì,positive,1
261,UCxfBLqpGfu8L5mxxXXw5QPA,@rickmarquis1646,2021-07-07 14:36:46+00:00,signor guid scord dir sol met riserv aure dente laltr met conservat american second guerr mondial,negative,-1
260,UCxfBLqpGfu8L5mxxXXw5QPA,@rickmarquis1646,2021-07-07 14:39:37+00:00,piccol dettagl lingott iltimbr quel temp naz avvan ancor trafug,negative,-1
1071,UCba2sva5udOjlP2LOjOMXeA,@diegodb437,2021-07-10 01:17:20+00:00,dislik part casaling vogher,negative,-1
1070,UCeob4FcWCxqAC4xBiUVpm1w,@mose3,2021-07-12 04:45:53+00:00,chiam neoliber chiam noam chomsky quotlassalt neoliberist popol delmondoquot,negative,-1
1069,UC1iUjJItJGmnjAEOESUybKQ,@michelcano2623,2021-07-12 14:32:26+00:00,professor cert parl libr invest cines afric qualcun riesc ritrov min titol libr,positive,1
3612,UC7tFWtdY3Rj54hSyfIatGKg,@ale83ssio,2021-07-12 20:22:54+00:00,bellissim film vederequotl grand scommessaquot,positive,1
